,category,age,num_strokes,filename,sessionID,draw_duration
71,a boat,age2,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_72.png,cdm_run_v31526493024418,0.0
72,a boat,age2,28,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_73.png,cdm_run_v31526493522883,23.037
73,a boat,age2,12,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_74.png,cdm_run_v31526497092100,19.924
74,a boat,age4,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_75.png,cdm_run_v31526497714288,15.944
75,a boat,age2,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_76.png,cdm_run_v31526498176971,14.11
76,a boat,age5,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_77.png,cdm_run_v31526499554039,6.669
77,a boat,age3,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_78.png,cdm_run_v31526501614452,10.298
78,a boat,age3,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_79.png,cdm_run_v31526502079646,14.628
79,a boat,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_80.png,cdm_run_v31526504221167,6.186
80,a boat,age6,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_81.png,cdm_run_v31526506411620,4.45
81,a boat,age4,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_82.png,cdm_run_v31526507469435,0.0
82,a boat,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_83.png,cdm_run_v31526507684003,1.23
83,a boat,age4,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_84.png,cdm_run_v31526507850752,0.0
84,a boat,age6,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_85.png,cdm_run_v31526580838432,0.051
85,a boat,age3,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_86.png,cdm_run_v31526583537981,8.035
86,a boat,age2,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_87.png,cdm_run_v31526584027584,1.82
87,a boat,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_88.png,cdm_run_v31526585403449,0.315
88,a boat,age3,18,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_89.png,cdm_run_v31526588694293,16.644
89,a boat,age3,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_90.png,cdm_run_v31526589361603,2.858
90,a boat,age4,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_91.png,cdm_run_v31526592878172,4.274
91,a boat,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_92.png,cdm_run_v31526593921790,0.0
92,a boat,age7,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_93.png,cdm_run_v31526598717979,0.0
93,a boat,age2,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_94.png,cdm_run_v31526600614970,0.0
94,a boat,age6,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_95.png,cdm_run_v31526665223948,4.511
95,a boat,age6,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_96.png,cdm_run_v31526665751276,8.708
96,a boat,age6,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_97.png,cdm_run_v31526666150080,4.115
97,a boat,age3,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_98.png,cdm_run_v31526671777923,16.83
98,a boat,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_99.png,cdm_run_v31526673903441,1.725
99,a boat,age5,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a boat_100.png,cdm_run_v31526674232751,7.925
100,a car,age6,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_1.png,cdm_run_v31525891444648,6.967
101,a car,age2,14,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_2.png,cdm_run_v31525893174061,9.732
102,a car,age3,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_3.png,cdm_run_v31525893768237,0.002
103,a car,age5,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_4.png,cdm_run_v31525893976840,13.806
104,a car,age2,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_5.png,cdm_run_v31525894697860,8.148
105,a car,age6,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_6.png,cdm_run_v31525895728803,7.178
106,a car,age2,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_7.png,cdm_run_v31525897661521,5.21
107,a car,age4,16,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_8.png,cdm_run_v31525899254114,12.579
108,a car,age2,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_9.png,cdm_run_v31525901322190,7.918
109,a car,age3,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_10.png,cdm_run_v31525901714819,17.348
110,a car,age3,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_11.png,cdm_run_v31525904067360,12.111
111,a car,age4,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_12.png,cdm_run_v31525975379407,26.594
112,a car,age5,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_13.png,cdm_run_v31525976865876,8.341
113,a car,age4,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_14.png,cdm_run_v31525984464310,6.501
114,a car,age2,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_15.png,cdm_run_v31525990258467,11.687
115,a car,age3,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_16.png,cdm_run_v31525992411710,8.386
116,a car,age3,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_17.png,cdm_run_v31525992682386,19.02
117,a car,age9,59,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_18.png,cdm_run_v31525993726883,8.628
118,a car,age7,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_19.png,cdm_run_v31526060708396,13.559
119,a car,age6,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_20.png,cdm_run_v31526061437727,0.0
120,a car,age7,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_21.png,cdm_run_v31526061922561,3.126
121,a car,age7,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_22.png,cdm_run_v31526064586872,0.0
122,a car,age2,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_23.png,cdm_run_v31526064952740,13.619
123,a car,age4,25,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_24.png,cdm_run_v31526065527149,9.234
124,a car,age2,12,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_25.png,cdm_run_v31526067194650,14.936
125,a car,age5,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_26.png,cdm_run_v31526072349961,0.001
126,a car,age5,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_27.png,cdm_run_v31526072947360,13.459
127,a car,age4,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_28.png,cdm_run_v31526073488506,8.142
128,a car,age8,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_29.png,cdm_run_v31526074471797,5.149
129,a car,age3,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_30.png,cdm_run_v31526078606222,20.985
130,a car,age4,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_31.png,cdm_run_v31526078928446,6.39
131,a car,age4,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_32.png,cdm_run_v31526144135278,0.0
132,a car,age8,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_33.png,cdm_run_v31526148748919,9.983
133,a car,age8,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_34.png,cdm_run_v31526150370058,19.489
134,a car,age10,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_35.png,cdm_run_v31526152332221,12.069
135,a car,age2,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_36.png,cdm_run_v31526152658322,8.76
136,a car,age8,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_37.png,cdm_run_v31526152868212,14.049
137,a car,age3,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_38.png,cdm_run_v31526154337782,11.728
138,a car,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_39.png,cdm_run_v31526154627196,0.0
139,a car,age9,16,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_40.png,cdm_run_v31526155956525,20.438
140,a car,age5,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_41.png,cdm_run_v31526157427450,9.749
141,a car,age6,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_42.png,cdm_run_v31526157685006,9.252
142,a car,age5,8,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_43.png,cdm_run_v31526158807742,14.662
143,a car,age2,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_44.png,cdm_run_v31526160539320,7.34
144,a car,age4,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_45.png,cdm_run_v31526162026170,15.7
145,a car,age2,26,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_46.png,cdm_run_v31526162477315,17.15
146,a car,age8,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_47.png,cdm_run_v31526163910656,14.851
147,a car,age8,11,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_48.png,cdm_run_v31526164238357,11.785
148,a car,age4,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_49.png,cdm_run_v31526166579282,1.928
149,a car,age4,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_50.png,cdm_run_v31526167651102,14.092
150,a car,age6,16,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_51.png,cdm_run_v31526168752022,20.802
151,a car,age4,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_52.png,cdm_run_v31526239192649,19.14
152,a car,age6,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_53.png,cdm_run_v31526240601849,9.993
153,a car,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_54.png,cdm_run_v31526241319670,13.267
154,a car,age7,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_55.png,cdm_run_v31526244386384,10.344
155,a car,age9,2,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_56.png,cdm_run_v31526247467722,0.492
156,a car,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_57.png,cdm_run_v31526249267204,16.386
157,a car,age8,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_58.png,cdm_run_v31526249878999,4.984
158,a car,age4,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_59.png,cdm_run_v31526250064091,10.326
159,a car,age6,15,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_60.png,cdm_run_v31526251554792,12.711
160,a car,age6,7,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_61.png,cdm_run_v31526251955281,7.226
161,a car,age9,17,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_62.png,cdm_run_v31526252261677,13.834
162,a car,age7,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_63.png,cdm_run_v31526252692974,9.626
163,a car,age8,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_64.png,cdm_run_v31526253016255,4.668
164,a car,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_65.png,cdm_run_v31526253202063,0.0
165,a car,age9,3,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_66.png,cdm_run_v31526253458184,3.634
166,a car,age5,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_67.png,cdm_run_v31526254092272,5.059
167,a car,age5,2009,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_68.png,cdm_run_v31526254628791,4.023
168,a car,age5,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_69.png,cdm_run_v31526254866517,5.858
169,a car,age2,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_70.png,cdm_run_v31526411112241,2.7
170,a car,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_71.png,cdm_run_v31526413722391,0.312
171,a car,age8,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_72.png,cdm_run_v31526413939938,8.423
172,a car,age2,37,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_73.png,cdm_run_v31526414368321,5.184
173,a car,age3,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_74.png,cdm_run_v31526415298029,9.448
174,a car,age4,23,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_75.png,cdm_run_v31526417227846,24.695
175,a car,age7,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_76.png,cdm_run_v31526417564997,5.377
176,a car,age5,17,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_77.png,cdm_run_v31526418564273,15.734
177,a car,age3,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_78.png,cdm_run_v31526423557040,0.358
178,a car,age3,1,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_79.png,cdm_run_v31526424268311,0.0
179,a car,age2,5,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_80.png,cdm_run_v31526491920836,2.099
180,a car,age5,10,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_81.png,cdm_run_v31526492191665,12.952
181,a car,age2,6,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_82.png,cdm_run_v31526492679058,14.811
182,a car,age2,4,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_83.png,cdm_run_v31526493024418,8.099
183,a car,age2,13,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_84.png,cdm_run_v31526493522883,19.759
184,a car,age2,9,/Users/zixianchai/Desktop/Kid/kiddraw/analysis/museumstation/python/sketches/a car_85.png,cdm_run_v31526497092100,5.267
