"","fileNameShort","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","fullPath","age_numeric","fileNameShortNew"
"11","a bottle_sketch_age10_cdm_run_v51554064555557.png","cdm_run_v51554064555557",4,"a bottle","age10",1554064618132,2019-03-31 20:36:58,1,0,0,4.744,0.0222217793367347,"(31, 207, 79, 151)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554064555557.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554064555557.png",10,"bottle_sketch_age10_cdm_run_v51554064555557.png"
"12","a bottle_sketch_age10_cdm_run_v51554072262621.png","cdm_run_v51554072262621",4,"a bottle","age10",1554072549695,2019-03-31 22:49:09,1,0,0,5.015,0.0294363839285714,"(10, 201, 30, 193)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554072262621.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554072262621.png",10,"bottle_sketch_age10_cdm_run_v51554072262621.png"
"13","a bottle_sketch_age10_cdm_run_v51554330723340.png","cdm_run_v51554330723340",8,"a bottle","age10",1554330924247,2019-04-03 22:35:24,16,11.221,0,17.03,0.0467753507653061,"(33, 204, 52, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554330723340.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554330723340.png",10,"bottle_sketch_age10_cdm_run_v51554330723340.png"
"14","a bottle_sketch_age10_cdm_run_v51554398456261.png","cdm_run_v51554398456261",4,"a bottle","age10",1554398568528,2019-04-04 17:22:48,2,1.586,0,9.281,0.0204679528061224,"(46, 195, 76, 139)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554398456261.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554398456261.png",10,"bottle_sketch_age10_cdm_run_v51554398456261.png"
"15","a bottle_sketch_age10_cdm_run_v51554410217292.png","cdm_run_v51554410217292",4,"a bottle","age10",1554410307543,2019-04-04 20:38:27,4,5.208,0,15.646,0.0131935586734694,"(72, 168, 63, 117)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554410217292.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554410217292.png",10,"bottle_sketch_age10_cdm_run_v51554410217292.png"
"16","a bottle_sketch_age10_cdm_run_v51554662734819.png","cdm_run_v51554662734819",5,"a bottle","age10",1554662842222,2019-04-07 18:47:22,5,2.684,0,6.294,0.0241749043367347,"(7, 163, 54, 135)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554662734819.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554662734819.png",10,"bottle_sketch_age10_cdm_run_v51554662734819.png"
"17","a bottle_sketch_age10_cdm_run_v51554836050504.png","cdm_run_v51554836050504",5,"a bottle","age10",1554836137996,2019-04-09 18:55:37,3,5.317,0,11.321,0.0235570790816327,"(27, 174, 97, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554836050504.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554836050504.png",10,"bottle_sketch_age10_cdm_run_v51554836050504.png"
"18","a bottle_sketch_age10_cdm_run_v51554836991633.png","cdm_run_v51554836991633",8,"a bottle","age10",1554837188118,2019-04-09 19:13:08,5,8.87,0,14.682,0.0295360331632653,"(30, 186, 88, 156)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554836991633.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554836991633.png",10,"bottle_sketch_age10_cdm_run_v51554836991633.png"
"19","a bottle_sketch_age10_cdm_run_v51554840938050.png","cdm_run_v51554840938050",4,"a bottle","age10",1554841286502,2019-04-09 20:21:26,16,15.461,0,18.595,0.0406170280612245,"(66, 205, 72, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554840938050.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554840938050.png",10,"bottle_sketch_age10_cdm_run_v51554840938050.png"
"20","a bottle_sketch_age10_cdm_run_v51554849697436.png","cdm_run_v51554849697436",4,"a bottle","age10",1554849779896,2019-04-09 22:42:59,1,0,0,6.591,0.014469068877551,"(49, 168, 78, 133)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554849697436.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554849697436.png",10,"bottle_sketch_age10_cdm_run_v51554849697436.png"
"21","a bottle_sketch_age10_cdm_run_v51554930671541.png","cdm_run_v51554930671541",4,"a bottle","age10",1554930752002,2019-04-10 21:12:32,7,4.132,0,11.508,0.0335817920918367,"(66, 208, 72, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51554930671541.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51554930671541.png",10,"bottle_sketch_age10_cdm_run_v51554930671541.png"
"22","a bottle_sketch_age10_cdm_run_v51555005047424.png","cdm_run_v51555005047424",6,"a bottle","age10",1555005388056,2019-04-11 17:56:28,2,2.171,0,12.577,0.0297353316326531,"(0, 199, 93, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555005047424.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555005047424.png",10,"bottle_sketch_age10_cdm_run_v51555005047424.png"
"23","a bottle_sketch_age10_cdm_run_v51555017398422.png","cdm_run_v51555017398422",7,"a bottle","age10",1555017540217,2019-04-11 21:19:00,3,3.591,0,5.492,0.0179767219387755,"(39, 168, 78, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555017398422.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555017398422.png",10,"bottle_sketch_age10_cdm_run_v51555017398422.png"
"24","a bottle_sketch_age10_cdm_run_v51555281833130.png","cdm_run_v51555281833130",6,"a bottle","age10",1555281973492,2019-04-14 22:46:13,16,24.754,0,18.773,0.0461375956632653,"(7, 184, 0, 150)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555281833130.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555281833130.png",10,"bottle_sketch_age10_cdm_run_v51555281833130.png"
"25","a bottle_sketch_age10_cdm_run_v51555530394824.png","cdm_run_v51555530394824",10,"a bottle","age10",1555530585326,2019-04-17 19:49:45,9,8.304,0,10.727,0.0240752551020408,"(45, 157, 70, 135)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555530394824.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555530394824.png",10,"bottle_sketch_age10_cdm_run_v51555530394824.png"
"26","a bottle_sketch_age10_cdm_run_v51555536438528.png","cdm_run_v51555536438528",5,"a bottle","age10",1555536735641,2019-04-17 21:32:15,6,7.17,0,14.272,0.0272042410714286,"(63, 223, 67, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555536438528.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555536438528.png",10,"bottle_sketch_age10_cdm_run_v51555536438528.png"
"27","a bottle_sketch_age10_cdm_run_v51555702385590.png","cdm_run_v51555702385590",8,"a bottle","age10",1555702552744,2019-04-19 19:35:52,7,5.549,0,10.24,0.0283601721938776,"(13, 163, 85, 142)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555702385590.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555702385590.png",10,"bottle_sketch_age10_cdm_run_v51555702385590.png"
"28","a bottle_sketch_age10_cdm_run_v51555795244017.png","cdm_run_v51555795244017",5,"a bottle","age10",1555795352105,2019-04-20 21:22:32,4,4.142,0,10.438,0.0201092155612245,"(33, 166, 91, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555795244017.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555795244017.png",10,"bottle_sketch_age10_cdm_run_v51555795244017.png"
"29","a bottle_sketch_age10_cdm_run_v51555795746395.png","cdm_run_v51555795746395",8,"a bottle","age10",1555796013380,2019-04-20 21:33:33,3,4.766,0,17.21,0.0197903380102041,"(60, 162, 87, 160)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555795746395.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555795746395.png",10,"bottle_sketch_age10_cdm_run_v51555795746395.png"
"30","a bottle_sketch_age10_cdm_run_v51555876776983.png","cdm_run_v51555876776983",7,"a bottle","age10",1555876895951,2019-04-21 20:01:35,1,0,0,5.705,0.0103236607142857,"(85, 165, 75, 121)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51555876776983.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51555876776983.png",10,"bottle_sketch_age10_cdm_run_v51555876776983.png"
"31","a bottle_sketch_age10_cdm_run_v51556224191743.png","cdm_run_v51556224191743",9,"a bottle","age10",1556224353582,2019-04-25 20:32:33,6,3.135,0,8.428,0.0385642538265306,"(27, 217, 64, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51556224191743.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51556224191743.png",10,"bottle_sketch_age10_cdm_run_v51556224191743.png"
"32","a bottle_sketch_age10_cdm_run_v51556394232467.png","cdm_run_v51556394232467",8,"a bottle","age10",1556394375112,2019-04-27 19:46:15,4,4.95,0,7.139,0.0146484375,"(37, 165, 96, 135)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51556394232467.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51556394232467.png",10,"bottle_sketch_age10_cdm_run_v51556394232467.png"
"33","a bottle_sketch_age10_cdm_run_v51556653766800.png","cdm_run_v51556653766800",11,"a bottle","age10",1556654047924,2019-04-30 19:54:07,2,2.381,0,9.97,0.0172592474489796,"(36, 166, 96, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51556653766800.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51556653766800.png",10,"bottle_sketch_age10_cdm_run_v51556653766800.png"
"34","a bottle_sketch_age10_cdm_run_v51556822090492.png","cdm_run_v51556822090492",9,"a bottle","age10",1556822301261,2019-05-02 18:38:21,7,6.918,0,17.794,0.0430086096938775,"(0, 223, 81, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51556822090492.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51556822090492.png",10,"bottle_sketch_age10_cdm_run_v51556822090492.png"
"35","a bottle_sketch_age10_cdm_run_v51556909486821.png","cdm_run_v51556909486821",10,"a bottle","age10",1556909641747,2019-05-03 18:54:01,9,1.543,0,4.579,0.0139907525510204,"(24, 193, 78, 136)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51556909486821.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51556909486821.png",10,"bottle_sketch_age10_cdm_run_v51556909486821.png"
"36","a bottle_sketch_age10_cdm_run_v51557701630813.png","cdm_run_v51557701630813",5,"a bottle","age10",1557701728419,2019-05-12 22:55:28,8,5.243,0,14.362,0.0559829400510204,"(36, 205, 78, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51557701630813.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51557701630813.png",10,"bottle_sketch_age10_cdm_run_v51557701630813.png"
"37","a bottle_sketch_age10_cdm_run_v51558303815609.png","cdm_run_v51558303815609",6,"a bottle","age10",1558303959536,2019-05-19 22:12:39,1,0,0,7.52,0.0297353316326531,"(12, 216, 64, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558303815609.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558303815609.png",10,"bottle_sketch_age10_cdm_run_v51558303815609.png"
"38","a bottle_sketch_age10_cdm_run_v51558305026405.png","cdm_run_v51558305026405",7,"a bottle","age10",1558305283895,2019-05-19 22:34:43,6,14.427,0,22.097,0.0428691007653061,"(39, 199, 70, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558305026405.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558305026405.png",10,"bottle_sketch_age10_cdm_run_v51558305026405.png"
"39","a bottle_sketch_age10_cdm_run_v51558719449087.png","cdm_run_v51558719449087",4,"a bottle","age10",1558719561757,2019-05-24 17:39:21,8,9.818,0,16.845,0.0385642538265306,"(0, 157, 72, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558719449087.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558719449087.png",10,"bottle_sketch_age10_cdm_run_v51558719449087.png"
"40","a bottle_sketch_age10_cdm_run_v51558731599025.png","cdm_run_v51558731599025",6,"a bottle","age10",1558731703980,2019-05-24 21:01:43,4,2.252,0,5.85,0.0180365114795918,"(37, 178, 75, 124)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558731599025.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558731599025.png",10,"bottle_sketch_age10_cdm_run_v51558731599025.png"
"41","a bottle_sketch_age10_cdm_run_v51558733318532.png","cdm_run_v51558733318532",9,"a bottle","age10",1558733485072,2019-05-24 21:31:25,3,13.121,0,6.372,0.0251116071428571,"(63, 220, 60, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558733318532.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558733318532.png",10,"bottle_sketch_age10_cdm_run_v51558733318532.png"
"42","a bottle_sketch_age10_cdm_run_v51558907333327.png","cdm_run_v51558907333327",4,"a bottle","age10",1558907430887,2019-05-26 21:50:30,3,4.783,0,11.233,0.0183952487244898,"(48, 183, 87, 138)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558907333327.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558907333327.png",10,"bottle_sketch_age10_cdm_run_v51558907333327.png"
"43","a bottle_sketch_age10_cdm_run_v51558997412939.png","cdm_run_v51558997412939",7,"a bottle","age10",1558997555556,2019-05-27 22:52:35,6,5.543,0,7.6,0.0328842474489796,"(28, 223, 52, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51558997412939.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51558997412939.png",10,"bottle_sketch_age10_cdm_run_v51558997412939.png"
"44","a bottle_sketch_age10_cdm_run_v51559431308901.png","cdm_run_v51559431308901",10,"a bottle","age10",1559431829589,2019-06-01 23:30:29,11,23.83,0,30.224,0.0555444834183673,"(24, 223, 12, 211)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51559431308901.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51559431308901.png",10,"bottle_sketch_age10_cdm_run_v51559431308901.png"
"45","a bottle_sketch_age10_cdm_run_v51559587270936.png","cdm_run_v51559587270936",5,"a bottle","age10",1559587364100,2019-06-03 18:42:44,3,1.992,0,4.173,0.0217235331632653,"(58, 193, 51, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51559587270936.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51559587270936.png",10,"bottle_sketch_age10_cdm_run_v51559587270936.png"
"46","a bottle_sketch_age10_cdm_run_v51559677983070.png","cdm_run_v51559677983070",9,"a bottle","age10",1559678186646,2019-06-04 19:56:26,1,0,0,3.964,0.0192522321428571,"(18, 154, 84, 133)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/june-2019/1_get_sketches/sketches_full_dataset/a bottle_sketch_age10_cdm_run_v51559677983070.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v5/sketches_full_dataset/a bottle/a bottle_sketch_age10_cdm_run_v51559677983070.png",10,"bottle_sketch_age10_cdm_run_v51559677983070.png"
