,label,age,session,condition
95,bike,4,photodraw_e21547071853117,P
96,bike,4,photodraw_e21547241159990,P
97,bike,4,photodraw_e21547242197593,S
98,bike,4,photodraw_e21547243566891,P
99,bike,4,photodraw_e21547246292717,S
100,bike,4,photodraw_e21547663022993,P
101,bike,4,photodraw_e21547664938821,S
102,bike,4,photodraw_e21547668526141,S
103,bike,4,photodraw_e21547672389753,P
104,bike,4,photodraw_e21547673281903,S
105,bike,4,photodraw_e21547836177154,P
106,bike,4,photodraw_e21547849860466,S
107,bike,4,photodraw_e21548445362792,S
108,bike,4,photodraw_e21548451296118,P
109,bike,4,photodraw_e21548455224165,S
110,bike,5,photodraw_e21541191137910,S
111,bike,5,photodraw_e21541195324779,P
112,bike,5,photodraw_e21541616746618,S
113,bike,5,photodraw_e21542047659207,S
114,bike,5,photodraw_e21542049031572,S
115,bike,5,photodraw_e21542053241209,S
116,bike,5,photodraw_e21542057631101,S
117,bike,5,photodraw_e21542061442525,P
118,bike,5,photodraw_e21542218678125,P
119,bike,5,photodraw_e21542223602317,P
120,bike,5,photodraw_e21542225408593,P
121,bike,5,photodraw_e21543430495947,P
122,bike,5,photodraw_e21543432563054,P
123,bike,5,photodraw_e21544206692186,S
124,bike,5,photodraw_e21544647022478,S
125,bike,5,photodraw_e21544819304302,S
126,bike,5,photodraw_e21544821083289,P
127,bike,5,photodraw_e21547062251659,S
128,bike,5,photodraw_e21547066393058,S
129,bike,6,photodraw_e21540577320461,P
130,bike,6,photodraw_e21541008354503,S
131,bike,6,photodraw_e21541017927896,S
132,bike,6,photodraw_e21541613545900,S
133,bike,6,photodraw_e21542050776864,P
134,bike,6,photodraw_e21542220695445,P
135,bike,6,photodraw_e21542224218088,P
136,bike,6,photodraw_e21545255128573,P
137,bike,6,photodraw_e21547073155004,P
138,bike,6,photodraw_e21547230596884,S
139,bike,6,photodraw_e21547232670235,P
140,bike,6,photodraw_e21547237271293,S
141,bike,6,photodraw_e21547238095569,S
142,bike,6,photodraw_e21547240775263,S
143,bike,6,photodraw_e21547668018017,S
144,bike,6,photodraw_e21547834597252,P
145,bike,6,photodraw_e21547836732785,S
146,bike,6,photodraw_e21547845453981,S
147,bike,6,photodraw_e21547849081297,P
148,bike,6,photodraw_e21548094649748,P
149,bike,6,photodraw_e21548097384364,P
150,bike,7,photodraw_e21542049475400,P
151,bike,7,photodraw_e21542224706912,P
152,bike,7,photodraw_e21544820627246,P
153,bike,7,photodraw_e21545255476223,P
154,bike,7,photodraw_e21547061122742,S
155,bike,7,photodraw_e21547069129052,S
156,bike,7,photodraw_e21547242571962,P
157,bike,7,photodraw_e21547247873170,P
158,bike,7,photodraw_e21547667337924,P
159,bike,7,photodraw_e21547844653939,P
160,bike,7,photodraw_e21547848462737,S
161,bike,7,photodraw_e21548096758313,S
162,bike,7,photodraw_e21548098146005,S
163,bike,7,photodraw_e21548098930405,S
164,bike,7,photodraw_e21548106388954,S
165,bike,7,photodraw_e21548107987673,S
166,bike,7,photodraw_e21548441283760,P
167,bike,7,photodraw_e21548451831175,P
168,bike,7,photodraw_e21548873811739,P
169,bike,7,photodraw_e21548958550335,S
170,bike,8,photodraw_e21542229353364,S
171,bike,8,photodraw_e21545166957201,P
172,bike,8,photodraw_e21547232289747,P
173,bike,8,photodraw_e21547238752953,P
174,bike,8,photodraw_e21547674347301,S
175,bike,8,photodraw_e21547677339884,P
176,bike,8,photodraw_e21547845878342,P
177,bike,8,photodraw_e21547849501667,S
178,bike,8,photodraw_e21548096119835,S
179,bike,8,photodraw_e21548100335223,P
180,bike,8,photodraw_e21548104824451,P
181,bike,8,photodraw_e21548105648196,P
182,bike,8,photodraw_e21548449754672,S
183,bird,4,photodraw_e21540576907849,S
184,bird,4,photodraw_e21541799408496,P
185,bird,4,photodraw_e21547060282520,S
186,bird,4,photodraw_e21547070395780,P
187,bird,4,photodraw_e21547071853117,S
188,bird,4,photodraw_e21547241159990,P
189,bird,4,photodraw_e21547242197593,P
190,bird,4,photodraw_e21547243566891,P
191,bird,4,photodraw_e21547246292717,P
192,bird,4,photodraw_e21547663022993,S
193,bird,4,photodraw_e21547664938821,P
194,bird,4,photodraw_e21547668526141,S
195,bird,4,photodraw_e21547672389753,S
196,bird,4,photodraw_e21547673281903,S
197,bird,4,photodraw_e21547836177154,P
198,bird,4,photodraw_e21547849860466,S
199,bird,4,photodraw_e21548445362792,P
200,bird,4,photodraw_e21548451296118,P
201,bird,4,photodraw_e21548455224165,S
202,bird,5,photodraw_e21541191137910,S
203,bird,5,photodraw_e21541195324779,S
204,bird,5,photodraw_e21541616746618,P
205,bird,5,photodraw_e21542047659207,S
206,bird,5,photodraw_e21542049031572,S
207,bird,5,photodraw_e21542053241209,P
208,bird,5,photodraw_e21542057631101,P
209,bird,5,photodraw_e21542061442525,P
210,bird,5,photodraw_e21542218678125,S
211,bird,5,photodraw_e21542223602317,S
212,bird,5,photodraw_e21542225408593,S
213,bird,5,photodraw_e21543430495947,P
214,bird,5,photodraw_e21543432563054,P
215,bird,5,photodraw_e21544206692186,S
216,bird,5,photodraw_e21544647022478,P
217,bird,5,photodraw_e21544819304302,S
218,bird,5,photodraw_e21544821083289,S
219,bird,5,photodraw_e21547062251659,S
220,bird,5,photodraw_e21547066393058,P
221,bird,6,photodraw_e21540577320461,S
222,bird,6,photodraw_e21541008354503,P
223,bird,6,photodraw_e21541017927896,S
224,bird,6,photodraw_e21541613545900,P
225,bird,6,photodraw_e21542050776864,P
226,bird,6,photodraw_e21542220695445,S
227,bird,6,photodraw_e21542224218088,S
228,bird,6,photodraw_e21545255128573,S
229,bird,6,photodraw_e21547073155004,S
230,bird,6,photodraw_e21547230596884,P
231,bird,6,photodraw_e21547232670235,S
232,bird,6,photodraw_e21547237271293,P
233,bird,6,photodraw_e21547238095569,S
234,bird,6,photodraw_e21547240775263,P
235,bird,6,photodraw_e21547668018017,P
236,bird,6,photodraw_e21547834597252,P
237,bird,6,photodraw_e21547836732785,S
238,bird,6,photodraw_e21547845453981,S
239,bird,6,photodraw_e21547849081297,P
240,bird,6,photodraw_e21548094649748,P
241,bird,6,photodraw_e21548097384364,S
242,bird,7,photodraw_e21542049475400,S
243,bird,7,photodraw_e21542224706912,S
244,bird,7,photodraw_e21544820627246,P
245,bird,7,photodraw_e21545255476223,P
246,bird,7,photodraw_e21547061122742,S
247,bird,7,photodraw_e21547069129052,S
248,bird,7,photodraw_e21547242571962,S
249,bird,7,photodraw_e21547247873170,S
250,bird,7,photodraw_e21547667337924,S
251,bird,7,photodraw_e21547844653939,P
252,bird,7,photodraw_e21547848462737,P
253,bird,7,photodraw_e21548096758313,P
254,bird,7,photodraw_e21548098146005,P
255,bird,7,photodraw_e21548098930405,P
256,bird,7,photodraw_e21548106388954,P
257,bird,7,photodraw_e21548107987673,P
258,bird,7,photodraw_e21548441283760,S
259,bird,7,photodraw_e21548451831175,S
260,bird,7,photodraw_e21548873811739,S
261,bird,7,photodraw_e21548958550335,S
262,bird,8,photodraw_e21542229353364,P
263,bird,8,photodraw_e21545166957201,S
264,bird,8,photodraw_e21547232289747,P
265,bird,8,photodraw_e21547238752953,S
266,bird,8,photodraw_e21547674347301,P
267,bird,8,photodraw_e21547677339884,P
268,bird,8,photodraw_e21547845878342,P
269,bird,8,photodraw_e21547849501667,P
270,bird,8,photodraw_e21548096119835,P
271,bird,8,photodraw_e21548100335223,P
272,bird,8,photodraw_e21548104824451,P
273,bird,8,photodraw_e21548105648196,S
274,bird,8,photodraw_e21548449754672,P
275,car,4,photodraw_e21540576907849,P
276,car,4,photodraw_e21541799408496,S
277,car,4,photodraw_e21547060282520,S
278,car,4,photodraw_e21547070395780,P
279,car,4,photodraw_e21547071853117,S
280,car,4,photodraw_e21547241159990,P
281,car,4,photodraw_e21547242197593,P
282,car,4,photodraw_e21547243566891,S
283,car,4,photodraw_e21547246292717,S
284,car,4,photodraw_e21547663022993,S
285,car,4,photodraw_e21547664938821,S
286,car,4,photodraw_e21547668526141,S
287,car,4,photodraw_e21547672389753,P
288,car,4,photodraw_e21547673281903,S
289,car,4,photodraw_e21547836177154,S
290,car,4,photodraw_e21547849860466,S
291,car,4,photodraw_e21548445362792,S
292,car,4,photodraw_e21548455224165,P
293,car,5,photodraw_e21541191137910,P
294,car,5,photodraw_e21541195324779,P
295,car,5,photodraw_e21541616746618,S
296,car,5,photodraw_e21542047659207,S
297,car,5,photodraw_e21542049031572,P
298,car,5,photodraw_e21542053241209,P
299,car,5,photodraw_e21542057631101,S
300,car,5,photodraw_e21542061442525,S
301,car,5,photodraw_e21542218678125,S
302,car,5,photodraw_e21542223602317,P
303,car,5,photodraw_e21542225408593,P
304,car,5,photodraw_e21543430495947,S
305,car,5,photodraw_e21543432563054,S
306,car,5,photodraw_e21544206692186,S
307,car,5,photodraw_e21544819304302,P
308,car,5,photodraw_e21544821083289,P
309,car,5,photodraw_e21545243809095,S
310,car,5,photodraw_e21547062251659,P
311,car,5,photodraw_e21547066393058,P
312,car,6,photodraw_e21540577320461,S
313,car,6,photodraw_e21541008354503,S
314,car,6,photodraw_e21541017927896,P
315,car,6,photodraw_e21541613545900,S
316,car,6,photodraw_e21542050776864,P
317,car,6,photodraw_e21542220695445,P
318,car,6,photodraw_e21542224218088,P
319,car,6,photodraw_e21545255128573,S
320,car,6,photodraw_e21547073155004,P
321,car,6,photodraw_e21547230596884,S
322,car,6,photodraw_e21547232670235,P
323,car,6,photodraw_e21547237271293,P
324,car,6,photodraw_e21547238095569,P
325,car,6,photodraw_e21547240775263,P
326,car,6,photodraw_e21547668018017,P
327,car,6,photodraw_e21547834597252,S
328,car,6,photodraw_e21547836732785,P
329,car,6,photodraw_e21547845453981,S
330,car,6,photodraw_e21547849081297,P
331,car,6,photodraw_e21548094649748,S
332,car,6,photodraw_e21548097384364,S
333,car,7,photodraw_e21542049475400,P
334,car,7,photodraw_e21542224706912,S
335,car,7,photodraw_e21544820627246,P
336,car,7,photodraw_e21545255476223,P
337,car,7,photodraw_e21547061122742,P
338,car,7,photodraw_e21547069129052,P
339,car,7,photodraw_e21547242571962,S
340,car,7,photodraw_e21547247873170,P
341,car,7,photodraw_e21547667337924,S
342,car,7,photodraw_e21547844653939,S
343,car,7,photodraw_e21547848462737,S
344,car,7,photodraw_e21548096758313,P
345,car,7,photodraw_e21548098146005,P
346,car,7,photodraw_e21548098930405,S
347,car,7,photodraw_e21548106388954,S
348,car,7,photodraw_e21548107987673,S
349,car,7,photodraw_e21548441283760,S
350,car,7,photodraw_e21548451831175,S
351,car,7,photodraw_e21548873811739,P
352,car,7,photodraw_e21548958550335,P
353,car,8,photodraw_e21542229353364,P
354,car,8,photodraw_e21545166957201,S
355,car,8,photodraw_e21547232289747,S
356,car,8,photodraw_e21547238752953,S
357,car,8,photodraw_e21547674347301,P
358,car,8,photodraw_e21547677339884,S
359,car,8,photodraw_e21547845878342,S
360,car,8,photodraw_e21547849501667,P
361,car,8,photodraw_e21548096119835,P
362,car,8,photodraw_e21548100335223,S
363,car,8,photodraw_e21548104824451,S
364,car,8,photodraw_e21548105648196,S
365,car,8,photodraw_e21548449754672,S
366,cat,4,photodraw_e21540576907849,S
367,cat,4,photodraw_e21541799408496,S
368,cat,4,photodraw_e21547060282520,S
369,cat,4,photodraw_e21547070395780,P
370,cat,4,photodraw_e21547071853117,S
371,cat,4,photodraw_e21547241159990,S
372,cat,4,photodraw_e21547242197593,P
373,cat,4,photodraw_e21547243566891,P
374,cat,4,photodraw_e21547246292717,P
375,cat,4,photodraw_e21547663022993,S
376,cat,4,photodraw_e21547664938821,P
377,cat,4,photodraw_e21547668526141,S
378,cat,4,photodraw_e21547672389753,S
379,cat,4,photodraw_e21547673281903,S
380,cat,4,photodraw_e21547836177154,S
381,cat,4,photodraw_e21547849860466,P
382,cat,4,photodraw_e21548445362792,P
383,cat,4,photodraw_e21548451296118,S
384,cat,4,photodraw_e21548455224165,P
385,cat,5,photodraw_e21541191137910,P
386,cat,5,photodraw_e21541195324779,S
387,cat,5,photodraw_e21541616746618,S
388,cat,5,photodraw_e21542047659207,S
389,cat,5,photodraw_e21542049031572,P
390,cat,5,photodraw_e21542053241209,S
391,cat,5,photodraw_e21542057631101,S
392,cat,5,photodraw_e21542061442525,S
393,cat,5,photodraw_e21542218678125,S
394,cat,5,photodraw_e21542223602317,P
395,cat,5,photodraw_e21542225408593,P
396,cat,5,photodraw_e21543430495947,P
397,cat,5,photodraw_e21543432563054,S
398,cat,5,photodraw_e21544206692186,P
399,cat,5,photodraw_e21544647022478,P
400,cat,5,photodraw_e21544819304302,P
401,cat,5,photodraw_e21544821083289,P
402,cat,5,photodraw_e21547062251659,S
403,cat,5,photodraw_e21547066393058,P
404,cat,6,photodraw_e21540577320461,S
405,cat,6,photodraw_e21541008354503,P
406,cat,6,photodraw_e21541017927896,P
407,cat,6,photodraw_e21541613545900,P
408,cat,6,photodraw_e21542050776864,S
409,cat,6,photodraw_e21542220695445,S
410,cat,6,photodraw_e21542224218088,S
411,cat,6,photodraw_e21545255128573,P
412,cat,6,photodraw_e21547073155004,P
413,cat,6,photodraw_e21547232670235,S
414,cat,6,photodraw_e21547237271293,S
415,cat,6,photodraw_e21547238095569,P
416,cat,6,photodraw_e21547240775263,P
417,cat,6,photodraw_e21547668018017,P
418,cat,6,photodraw_e21547834597252,S
419,cat,6,photodraw_e21547836732785,S
420,cat,6,photodraw_e21547845453981,P
421,cat,6,photodraw_e21547849081297,P
422,cat,6,photodraw_e21548094649748,S
423,cat,6,photodraw_e21548097384364,S
424,cat,7,photodraw_e21542049475400,P
425,cat,7,photodraw_e21542224706912,P
426,cat,7,photodraw_e21544820627246,S
427,cat,7,photodraw_e21545255476223,S
428,cat,7,photodraw_e21547061122742,P
429,cat,7,photodraw_e21547069129052,P
430,cat,7,photodraw_e21547242571962,S
431,cat,7,photodraw_e21547247873170,P
432,cat,7,photodraw_e21547667337924,P
433,cat,7,photodraw_e21547844653939,S
434,cat,7,photodraw_e21547848462737,S
435,cat,7,photodraw_e21548096758313,S
436,cat,7,photodraw_e21548098146005,S
437,cat,7,photodraw_e21548098930405,P
438,cat,7,photodraw_e21548106388954,P
439,cat,7,photodraw_e21548107987673,S
440,cat,7,photodraw_e21548441283760,P
441,cat,7,photodraw_e21548451831175,P
442,cat,7,photodraw_e21548873811739,S
443,cat,7,photodraw_e21548958550335,P
444,cat,8,photodraw_e21542229353364,P
445,cat,8,photodraw_e21545166957201,S
446,cat,8,photodraw_e21547232289747,S
447,cat,8,photodraw_e21547238752953,S
448,cat,8,photodraw_e21547674347301,S
449,cat,8,photodraw_e21547677339884,P
450,cat,8,photodraw_e21547845878342,S
451,cat,8,photodraw_e21547849501667,S
452,cat,8,photodraw_e21548096119835,P
453,cat,8,photodraw_e21548100335223,P
454,cat,8,photodraw_e21548104824451,S
455,cat,8,photodraw_e21548105648196,S
456,cat,8,photodraw_e21548449754672,S
457,chair,4,photodraw_e21540576907849,P
458,chair,4,photodraw_e21541799408496,P
459,chair,4,photodraw_e21547060282520,S
460,chair,4,photodraw_e21547070395780,P
461,chair,4,photodraw_e21547071853117,P
462,chair,4,photodraw_e21547241159990,S
463,chair,4,photodraw_e21547242197593,S
464,chair,4,photodraw_e21547243566891,S
465,chair,4,photodraw_e21547246292717,P
466,chair,4,photodraw_e21547663022993,S
467,chair,4,photodraw_e21547664938821,S
468,chair,4,photodraw_e21547668526141,P
469,chair,4,photodraw_e21547672389753,P
470,chair,4,photodraw_e21547673281903,P
471,chair,4,photodraw_e21547836177154,P
472,chair,4,photodraw_e21547849860466,P
473,chair,4,photodraw_e21548445362792,P
474,chair,4,photodraw_e21548451296118,P
475,chair,4,photodraw_e21548455224165,S
476,chair,5,photodraw_e21541191137910,S
477,chair,5,photodraw_e21541195324779,P
478,chair,5,photodraw_e21541616746618,S
479,chair,5,photodraw_e21542047659207,P
480,chair,5,photodraw_e21542049031572,P
481,chair,5,photodraw_e21542053241209,P
482,chair,5,photodraw_e21542057631101,S
483,chair,5,photodraw_e21542061442525,S
484,chair,5,photodraw_e21542218678125,S
485,chair,5,photodraw_e21542223602317,S
486,chair,5,photodraw_e21542225408593,P
487,chair,5,photodraw_e21543430495947,S
488,chair,5,photodraw_e21543432563054,P
489,chair,5,photodraw_e21544206692186,P
490,chair,5,photodraw_e21544647022478,S
491,chair,5,photodraw_e21544819304302,P
492,chair,5,photodraw_e21544821083289,P
493,chair,5,photodraw_e21545243809095,P
494,chair,5,photodraw_e21547062251659,S
495,chair,5,photodraw_e21547066393058,P
496,chair,6,photodraw_e21540577320461,S
497,chair,6,photodraw_e21541008354503,S
498,chair,6,photodraw_e21541017927896,S
499,chair,6,photodraw_e21541613545900,P
500,chair,6,photodraw_e21542050776864,S
501,chair,6,photodraw_e21542220695445,P
502,chair,6,photodraw_e21542224218088,P
503,chair,6,photodraw_e21545255128573,P
504,chair,6,photodraw_e21547073155004,P
505,chair,6,photodraw_e21547230596884,P
506,chair,6,photodraw_e21547232670235,S
507,chair,6,photodraw_e21547237271293,P
508,chair,6,photodraw_e21547238095569,S
509,chair,6,photodraw_e21547240775263,S
510,chair,6,photodraw_e21547668018017,S
511,chair,6,photodraw_e21547834597252,P
512,chair,6,photodraw_e21547836732785,S
513,chair,6,photodraw_e21547845453981,P
514,chair,6,photodraw_e21547849081297,P
515,chair,6,photodraw_e21548094649748,P
516,chair,6,photodraw_e21548097384364,P
517,chair,7,photodraw_e21542049475400,P
518,chair,7,photodraw_e21542224706912,P
519,chair,7,photodraw_e21544820627246,P
520,chair,7,photodraw_e21545255476223,P
521,chair,7,photodraw_e21547061122742,P
522,chair,7,photodraw_e21547069129052,S
523,chair,7,photodraw_e21547242571962,P
524,chair,7,photodraw_e21547247873170,P
525,chair,7,photodraw_e21547667337924,P
526,chair,7,photodraw_e21547844653939,S
527,chair,7,photodraw_e21547848462737,S
528,chair,7,photodraw_e21548096758313,S
529,chair,7,photodraw_e21548098146005,S
530,chair,7,photodraw_e21548098930405,P
531,chair,7,photodraw_e21548106388954,P
532,chair,7,photodraw_e21548107987673,S
533,chair,7,photodraw_e21548441283760,P
534,chair,7,photodraw_e21548451831175,S
535,chair,7,photodraw_e21548873811739,S
536,chair,7,photodraw_e21548958550335,P
537,chair,8,photodraw_e21542229353364,P
538,chair,8,photodraw_e21545166957201,P
539,chair,8,photodraw_e21547232289747,P
540,chair,8,photodraw_e21547238752953,P
541,chair,8,photodraw_e21547674347301,S
542,chair,8,photodraw_e21547677339884,P
543,chair,8,photodraw_e21547845878342,P
544,chair,8,photodraw_e21547849501667,P
545,chair,8,photodraw_e21548096119835,P
546,chair,8,photodraw_e21548100335223,S
547,chair,8,photodraw_e21548104824451,P
548,chair,8,photodraw_e21548105648196,P
549,chair,8,photodraw_e21548449754672,S
550,cup,4,photodraw_e21540576907849,S
551,cup,4,photodraw_e21541799408496,S
552,cup,4,photodraw_e21547060282520,S
553,cup,4,photodraw_e21547070395780,S
554,cup,4,photodraw_e21547071853117,P
555,cup,4,photodraw_e21547241159990,S
556,cup,4,photodraw_e21547242197593,S
557,cup,4,photodraw_e21547243566891,S
558,cup,4,photodraw_e21547246292717,S
559,cup,4,photodraw_e21547663022993,P
560,cup,4,photodraw_e21547664938821,P
561,cup,4,photodraw_e21547668526141,P
562,cup,4,photodraw_e21547672389753,S
563,cup,4,photodraw_e21547673281903,P
564,cup,4,photodraw_e21547836177154,S
565,cup,4,photodraw_e21547849860466,S
566,cup,4,photodraw_e21548445362792,P
567,cup,4,photodraw_e21548451296118,P
568,cup,4,photodraw_e21548455224165,S
569,cup,5,photodraw_e21541191137910,S
570,cup,5,photodraw_e21541195324779,S
571,cup,5,photodraw_e21541616746618,P
572,cup,5,photodraw_e21542047659207,S
573,cup,5,photodraw_e21542049031572,S
574,cup,5,photodraw_e21542053241209,P
575,cup,5,photodraw_e21542057631101,P
576,cup,5,photodraw_e21542061442525,S
577,cup,5,photodraw_e21542218678125,P
578,cup,5,photodraw_e21542223602317,S
579,cup,5,photodraw_e21542225408593,S
580,cup,5,photodraw_e21543430495947,S
581,cup,5,photodraw_e21543432563054,S
582,cup,5,photodraw_e21544206692186,S
583,cup,5,photodraw_e21544647022478,S
584,cup,5,photodraw_e21544819304302,S
585,cup,5,photodraw_e21544821083289,P
586,cup,5,photodraw_e21545243809095,P
587,cup,5,photodraw_e21547062251659,S
588,cup,5,photodraw_e21547066393058,S
589,cup,6,photodraw_e21540577320461,P
590,cup,6,photodraw_e21541008354503,S
591,cup,6,photodraw_e21541017927896,P
592,cup,6,photodraw_e21541613545900,S
593,cup,6,photodraw_e21542050776864,S
594,cup,6,photodraw_e21542220695445,S
595,cup,6,photodraw_e21542224218088,S
596,cup,6,photodraw_e21545255128573,P
597,cup,6,photodraw_e21547073155004,S
598,cup,6,photodraw_e21547230596884,P
599,cup,6,photodraw_e21547232670235,P
600,cup,6,photodraw_e21547237271293,P
601,cup,6,photodraw_e21547238095569,P
602,cup,6,photodraw_e21547240775263,S
603,cup,6,photodraw_e21547668018017,P
604,cup,6,photodraw_e21547834597252,P
605,cup,6,photodraw_e21547836732785,P
606,cup,6,photodraw_e21547845453981,P
607,cup,6,photodraw_e21547849081297,S
608,cup,6,photodraw_e21548094649748,S
609,cup,6,photodraw_e21548097384364,P
610,cup,7,photodraw_e21542049475400,S
611,cup,7,photodraw_e21542224706912,P
612,cup,7,photodraw_e21544820627246,S
613,cup,7,photodraw_e21545255476223,P
614,cup,7,photodraw_e21547061122742,S
615,cup,7,photodraw_e21547069129052,S
616,cup,7,photodraw_e21547242571962,P
617,cup,7,photodraw_e21547247873170,S
618,cup,7,photodraw_e21547667337924,S
619,cup,7,photodraw_e21547844653939,P
620,cup,7,photodraw_e21547848462737,S
621,cup,7,photodraw_e21548096758313,S
622,cup,7,photodraw_e21548098146005,P
623,cup,7,photodraw_e21548098930405,S
624,cup,7,photodraw_e21548106388954,S
625,cup,7,photodraw_e21548107987673,P
626,cup,7,photodraw_e21548441283760,S
627,cup,7,photodraw_e21548451831175,S
628,cup,7,photodraw_e21548873811739,P
629,cup,7,photodraw_e21548958550335,P
630,cup,8,photodraw_e21542229353364,S
631,cup,8,photodraw_e21545166957201,P
632,cup,8,photodraw_e21547232289747,P
633,cup,8,photodraw_e21547238752953,S
634,cup,8,photodraw_e21547674347301,P
635,cup,8,photodraw_e21547677339884,P
636,cup,8,photodraw_e21547845878342,P
637,cup,8,photodraw_e21547849501667,S
638,cup,8,photodraw_e21548096119835,S
639,cup,8,photodraw_e21548100335223,S
640,cup,8,photodraw_e21548104824451,P
641,cup,8,photodraw_e21548105648196,P
642,cup,8,photodraw_e21548449754672,P
643,hat,4,photodraw_e21540576907849,S
644,hat,4,photodraw_e21541799408496,P
645,hat,4,photodraw_e21547060282520,S
646,hat,4,photodraw_e21547070395780,P
647,hat,4,photodraw_e21547071853117,S
648,hat,4,photodraw_e21547241159990,P
649,hat,4,photodraw_e21547242197593,S
650,hat,4,photodraw_e21547243566891,P
651,hat,4,photodraw_e21547246292717,P
652,hat,4,photodraw_e21547663022993,S
653,hat,4,photodraw_e21547664938821,P
654,hat,4,photodraw_e21547668526141,S
655,hat,4,photodraw_e21547672389753,P
656,hat,4,photodraw_e21547673281903,S
657,hat,4,photodraw_e21547836177154,S
658,hat,4,photodraw_e21547849860466,P
659,hat,4,photodraw_e21548445362792,S
660,hat,4,photodraw_e21548451296118,S
661,hat,4,photodraw_e21548455224165,S
662,hat,5,photodraw_e21541191137910,P
663,hat,5,photodraw_e21541195324779,S
664,hat,5,photodraw_e21541616746618,P
