,sessionID,age,tracing_item,f1_score
214,v21525455905420,7,square,0.3698732289336316
215,v21525456135974,7,square,0.6982892690513219
216,v21525456299110,7,square,0.7091757387247278
217,v21525457852106,7,square,0.5228658536585367
218,v21525457904470,7,square,0.6269349845201239
219,v21525458988973,7,square,0.09992313604919292
220,v21525459055787,7,square,0.08857336037863421
221,v21525459333293,7,square,0.24
222,v21525555203368,7,square,0.5081585081585082
223,v21525555736798,7,square,0.5754495699765442
224,v21525557739648,7,square,0.1835677276091784
225,v21525636910784,7,square,0.2723735408560311
226,v21525642485023,7,square,0.4343283582089552
227,v21525642760576,7,square,0.2827282728272827
228,test1524767095441,8,square,0.28641873844257243
229,test1524767999442,8,square,0.04537205081669691
230,v21524850675318,8,square,0.6451612903225805
231,v21524851276800,8,square,0.503562945368171
232,v21524852602415,8,square,0.14932486100079426
233,v21524854095549,8,square,0.5728715728715729
234,v21525286052437,8,square,0.24632670700086434
235,v21525371436644,8,square,0.47224174279690795
236,v21525373474637,8,square,0.4318004676539361
237,v21525457620791,8,square,0.12048192771084337
238,v21525542457996,8,square,0.15367103016505407
239,v21525548151455,8,square,0.13665594855305466
240,v21525549156031,8,square,0.4340962904498817
241,v21525552599609,8,square,0.30233884768967484
242,v21525556038612,8,square,0.638095238095238
243,v21525633580443,8,square,0.557427258805513
244,v21525635720563,8,square,0.4418783679753657
245,v21525646041749,8,square,0.594059405940594
246,1524767406267,8,square,0.5729303547963206
247,v21525559698068,9,square,0.41532567049808433
248,v21525823317876,9,square,0.7271305707584049
249,v21525823804093,9,square,0.3910614525139665
250,1524767460609,9,square,0.40634920634920635
251,1524767677268,9,square,0.6951702296120348
252,1524768165944,9,square,0.1619402985074627
253,v31525893700992,10,square,0.0
254,v31526076130207,10,square,0.03383084577114428
255,v31526151383057,10,square,0.5184603299293009
256,v31526152332221,10,square,0.5309033280507132
257,v31526169030105,10,square,0.12373587150505652
258,v31526764663958,10,square,0.7721518987341772
259,v31526765218403,10,square,0.41579371474617244
260,v31525887455403,2,square,0.6085603112840468
261,v31525889224904,2,square,0.2894534257120862
262,v31525892637212,2,square,0.10893098782138025
263,v31525892849063,2,square,0.08625106746370624
264,v31525893174061,2,square,0.5265553869499241
265,v31525894399483,2,square,0.2596380802517703
266,v31525894638556,2,square,0.5330225330225331
267,v31525897661521,2,square,0.0
268,v31525901322190,2,square,0.005044136191677175
269,v31525980279680,2,square,0.15421115065243182
270,v31525990258467,2,square,0.5112316034082106
271,v31525990957047,2,square,0.1496062992125984
272,v31526064952740,2,square,0.33927188226181254
273,v31526065977951,2,square,0.0813953488372093
274,v31526067129316,2,square,0.02903225806451613
275,v31526067176147,2,square,0.03236245954692557
276,v31526067194650,2,square,0.053420195439739415
277,v31526067651303,2,square,0.04550499445061043
278,v31526074867417,2,square,0.0
279,v31526075821117,2,square,0.09102815979043877
280,v31526075895791,2,square,0.060362173038229376
281,v31526147718619,2,square,0.06482593037214886
282,v31526148452900,2,square,0.10569734467646301
283,v31526148488690,2,square,0.0
284,v31526152658322,2,square,0.0953549517966696
285,v31526154949156,2,square,0.007920792079207921
286,v31526160470258,2,square,0.0
287,v31526160539320,2,square,0.42979053529868116
288,v31526160796383,2,square,0.06557377049180327
289,v31526162477315,2,square,0.23237071860308933
290,v31526163211457,2,square,0.12297033990041134
291,v31526163489219,2,square,0.5464743589743589
292,v31526163636798,2,square,0.24860853432282004
293,v31526241319670,2,square,0.06570512820512821
294,v31526246720683,2,square,0.2637013502779984
295,v31526249267204,2,square,0.1841541755888651
296,v31526250622539,2,square,0.0
297,v31526403599614,2,square,0.12691131498470948
298,v31526411043506,2,square,0.0
299,v31526411095192,2,square,0.03128760529482551
300,v31526411112241,2,square,0.04616530156366344
301,v31526411171270,2,square,0.06985294117647058
302,v31526413722391,2,square,0.1056
303,v31526414368321,2,square,0.27128157156220767
304,v31526426124932,2,square,0.4018912529550827
305,v31526491920836,2,square,0.30377794911333844
306,v31526492587373,2,square,0.3018867924528302
307,v31526492679058,2,square,0.348
308,v31526493024418,2,square,0.35551948051948057
309,v31526493522883,2,square,0.5139664804469274
310,v31526497092100,2,square,0.18555133079847905
311,v31526498176971,2,square,0.1450381679389313
312,v31526498658623,2,square,0.03259604190919674
313,v31526498731343,2,square,0.0
314,v31526504221167,2,square,0.17981438515081205
315,v31526581002319,2,square,0.28064516129032263
316,v31526582770784,2,square,0.34550989345509897
317,v31526584275728,2,square,0.175561797752809
318,v31526584514437,2,square,0.031249999999999993
319,v31526585271004,2,square,0.031403336604514234
320,v31526585288203,2,square,0.09113504556752278
321,v31526585403449,2,square,0.012972972972972972
322,v31526589996853,2,square,0.08444700460829495
323,v31526594227071,2,square,0.043281328636134875
324,v31526597266207,2,square,0.08639753149910004
325,v31526597325637,2,square,0.0
326,v31526597401126,2,square,0.41334205362982335
327,v31526600614970,2,square,0.11254980079681276
328,v31526675203953,2,square,0.46618933969769294
329,v31526679539919,2,square,0.0586283185840708
330,v31526679841182,2,square,0.11666268228544108
331,v31526680185143,2,square,0.0694195092758827
332,v31526680329751,2,square,0.053929121725731895
333,v31526680929665,2,square,0.041759880686055184
334,v31526680983312,2,square,0.03414634146341463
335,v31526681047495,2,square,0.0
336,v31526752420466,2,square,0.243639167309175
337,v31526753293577,2,square,0.015625
338,v31526753329532,2,square,0.010327022375215145
339,v31526764026630,2,square,0.06757728253055355
340,v31526767678558,2,square,0.4349157733537519
341,v31527008400086,2,square,0.0312331717824448
342,v31527010738007,2,square,0.02029520295202952
343,v31527013457865,2,square,0.1106734935013785
344,v31527017203887,2,square,0.25814696485623007
345,v31527353710657,2,square,0.3232758620689655
346,v31525893768237,3,square,0.11383537653239931
347,v31525901714819,3,square,0.03538461538461538
348,v31525904067360,3,square,0.206826286296485
349,v31525906762541,3,square,0.2239915074309979
350,v31525980518931,3,square,0.08481110254433306
351,v31525984944345,3,square,0.2729411764705882
352,v31525992375245,3,square,0.2385173247381144
353,v31525992411710,3,square,0.14812663374963694
354,v31525992682386,3,square,0.37787356321839083
355,v31526078151101,3,square,0.2352941176470588
356,v31526078606222,3,square,0.0
357,v31526078898559,3,square,0.0
358,v31526148565492,3,square,0.0
359,v31526154337782,3,square,0.00881057268722467
360,v31526154627196,3,square,0.03467618561958185
361,v31526154829898,3,square,0.0574195780006918
362,v31526245452952,3,square,0.13556740289413555
363,v31526245726886,3,square,0.1378299120234604
364,v31526253202063,3,square,0.17490494296577944
365,v31526412933917,3,square,0.4122866894197952
366,v31526415298029,3,square,0.4116222760290557
367,v31526423557040,3,square,0.2010919017288444
368,v31526424268311,3,square,0.16920731707317074
369,v31526490901176,3,square,0.24593967517401394
370,v31526495821185,3,square,0.11189913317572892
371,v31526495972835,3,square,0.5739408473221422
372,v31526500472039,3,square,0.0929853181076672
373,v31526501614452,3,square,0.5053272450532724
374,v31526501890472,3,square,0.2979066022544284
375,v31526502079646,3,square,0.5424785658612626
376,v31526502817047,3,square,0.16640986132511554
377,v31526503729609,3,square,0.11028192371475952
378,v31526503860486,3,square,0.0873015873015873
379,v31526507684003,3,square,0.1854961832061069
380,v31526509011182,3,square,0.3015267175572519
381,v31526509068920,3,square,0.41195476575121165
382,v31526509143887,3,square,0.34375
383,v31526509216312,3,square,0.016369047619047616
384,v31526583513351,3,square,0.0025624599615631
385,v31526583537981,3,square,0.0
386,v31526588694293,3,square,0.09341500765696785
387,v31526589361603,3,square,0.045057471264367814
388,v31526592760212,3,square,0.23595505617977527
389,v31526593921790,3,square,0.2135135135135135
390,v31526597723223,3,square,0.0043859649122807015
391,v31526598587970,3,square,0.2865671641791045
392,v31526599186312,3,square,0.3513870541611625
393,v31526667871238,3,square,0.1348167539267016
394,v31526668262141,3,square,0.14384085692425402
395,v31526671777923,3,square,0.3887147335423197
396,v31526677237307,3,square,0.0
397,v31526681102427,3,square,0.338269680436477
398,v31526751939062,3,square,0.09632446134347274
399,v31526752691523,3,square,0.014554275318374773
400,v31526754310894,3,square,0.573015873015873
401,v31526757398790,3,square,0.010743061772605192
402,v31526757881135,3,square,0.03636363636363636
403,v31526758896291,3,square,0.36512261580381467
404,v31526760363848,3,square,0.1809672386895476
405,v31526762829294,3,square,0.017204301075268817
406,v31526763016973,3,square,0.26633986928104575
407,v31526765931739,3,square,0.47158218125960066
408,v31526766939394,3,square,0.6816901408450704
409,v31526767554598,3,square,0.3795404002965159
410,v31527015391114,3,square,0.01010739102969046
411,v31527015704037,3,square,0.03740648379052369
412,v31525888228961,4,square,0.0
413,v31525893908164,4,square,0.033707865168539325
414,v31525899254114,4,square,0.21524663677130043
415,v31525908206117,4,square,0.198378041172801
416,v31525908387543,4,square,0.5317829457364341
417,v31525975089672,4,square,0.35698924731182796
418,v31525975379407,4,square,0.4418423106947697
419,v31525984145784,4,square,0.02751322751322751
420,v31525984464310,4,square,0.1726618705035971
421,v31526073488506,4,square,0.01329534662867996
422,v31526078928446,4,square,0.3776634827332844
423,v31526144135278,4,square,0.2328125
424,v31526162026170,4,square,0.32781717888100864
425,v31526165935075,4,square,0.0
426,v31526166383560,4,square,0.12136536030341341
427,v31526166579282,4,square,0.3404255319148936
428,v31526167651102,4,square,0.3790642347343378
429,v31526230799543,4,square,0.07239330091842247
430,v31526239192649,4,square,0.44980544747081713
431,v31526250064091,4,square,0.0
432,v31526416811140,4,square,0.38605898123324395
433,v31526417227846,4,square,0.22086513994910942
434,v31526497714288,4,square,0.5570776255707762
435,v31526506824890,4,square,0.35238095238095235
436,v31526507434035,4,square,0.2654867256637169
437,v31526507469435,4,square,0.20529270248596632
438,v31526507654281,4,square,0.09992193598750974
439,v31526507850752,4,square,0.2649789029535865
440,v31526507939966,4,square,0.1713823767178658
441,v31526582589382,4,square,0.0
442,v31526583071756,4,square,0.2007782101167315
443,v31526592878172,4,square,0.508716323296355
444,v31526663521297,4,square,0.18368962787015045
445,v31526673393602,4,square,0.25273010920436817
446,v31526673903441,4,square,0.5688960515713135
447,v31526675238573,4,square,0.4313725490196078
448,v31526675269921,4,square,0.4276629570747218
449,v31526675307830,4,square,0.54573885848319
450,v31526754190421,4,square,0.22231303637106659
451,v31526754270429,4,square,0.3390191897654585
452,v31526761507026,4,square,0.06743238236383846
453,v31526763408835,4,square,0.317208564631245
454,v31526763707135,4,square,0.18745158791634395
455,v31526765744803,4,square,0.43939393939393945
456,v31527009966236,4,square,0.0013995801259622112
457,v31527014641195,4,square,0.41952707856598015
458,v31527014921221,4,square,0.12521942656524282
459,v31527016330371,4,square,0.2738001573564123
460,v31527016706178,4,square,0.20723226703755215
461,v31525893976840,5,square,0.32350597609561754
462,v31525976509696,5,square,0.08488063660477453
463,v31525976865876,5,square,0.3553530751708428
464,v31525979883695,5,square,0.7257824143070045
465,v31525980056969,5,square,0.4415182029434547
466,v31525980700084,5,square,0.5949764521193093
467,v31525982434233,5,square,0.5836637589214909
468,v31526060071404,5,square,0.1725554642563681
469,v31526060219675,5,square,0.043818466353677615
470,v31526072349961,5,square,0.2892768079800499
471,v31526072947360,5,square,0.5822393822393822
472,v31526075778527,5,square,0.08663134933000935
473,v31526157427450,5,square,0.5222830336200156
474,v31526158807742,5,square,0.5893719806763285
475,v31526254092272,5,square,0.6138147566718996
476,v31526254628791,5,square,0.49763033175355453
477,v31526254866517,5,square,0.15959252971137522
478,v31526418564273,5,square,0.02247191011235955
479,v31526418947633,5,square,0.29415627051871307
480,v31526420217402,5,square,0.28103044496487123
481,v31526420267473,5,square,0.5033003300330032
482,v31526420360572,5,square,0.48854961832061067
483,v31526492191665,5,square,0.4696296296296296
484,v31526499554039,5,square,0.4105409153952843
485,v31526578560565,5,square,0.20077220077220076
486,v31526581704526,5,square,0.4104938271604939
487,v31526594287690,5,square,0.24186046511627904
488,v31526665656985,5,square,0.30844155844155846
489,v31526668893894,5,square,0.30976965845909454
490,v31526674232751,5,square,0.5335438042620363
491,v31526681463221,5,square,0.6247011952191235
492,v31526756687249,5,square,0.2899454403741231
493,v31526762362068,5,square,0.43137254901960786
494,v31526766453659,5,square,0.2783424550430023
495,v31526766708947,5,square,0.3459119496855345
496,v31525887854758,6,square,0.20715917745620716
497,v31525890491721,6,square,0.1484375
498,v31525891752621,6,square,0.46952595936794583
499,v31525893144594,6,square,0.4473684210526315
500,v31525893423612,6,square,0.007155635062611807
501,v31525895728803,6,square,0.7652582159624413
502,v31525974358965,6,square,0.3980967486122125
503,v31525974676521,6,square,0.40474308300395256
504,v31525976032935,6,square,0.1705006765899865
505,v31525976846589,6,square,0.0
506,v31525980024020,6,square,0.31210191082802546
507,v31526060998610,6,square,0.48069345941686364
508,v31526061437727,6,square,0.4980959634424981
509,v31526063462438,6,square,0.6938775510204082
510,v31526063910231,6,square,0.433201581027668
511,v31526063950237,6,square,0.5397070161912104
512,v31526064096293,6,square,0.3787528868360277
513,v31526156476462,6,square,0.04745166959578207
514,v31526157685006,6,square,0.6434648105181747
515,v31526168207854,6,square,0.01815823605706874
516,v31526168752022,6,square,0.2940516273849607
517,v31526240601849,6,square,0.4378947368421052
518,v31526251265881,6,square,0.645933014354067
519,v31526251554792,6,square,0.4034672970843184
520,v31526251955281,6,square,0.3140625
521,v31526409936551,6,square,0.0
522,v31526506411620,6,square,0.3636363636363636
523,v31526581072416,6,square,0.4609186140209509
524,v31526581096926,6,square,0.5129449838187703
525,v31526583769672,6,square,0.5121951219512195
526,v31526583886859,6,square,0.1680129240710824
527,v31526665223948,6,square,0.49035369774919607
528,v31526665751276,6,square,0.4823805794831636
529,v31526666150080,6,square,0.3422982885085575
530,v31526669362249,6,square,0.444106463878327
531,v31526759675535,6,square,0.7069767441860465
532,v31525909088844,7,square,0.1726384364820847
533,v31525991189257,7,square,0.0
534,v31526060310716,7,square,0.5507936507936507
535,v31526060568817,7,square,0.6543408360128616
536,v31526060674741,7,square,0.6309148264984227
537,v31526060708396,7,square,0.7278334618350037
538,v31526061679146,7,square,0.48192771084337355
539,v31526061799166,7,square,0.374900714853058
540,v31526061874268,7,square,0.19563459983831852
541,v31526061922561,7,square,0.10164190774042219
542,v31526064139398,7,square,0.6399358460304732
543,v31526064497532,7,square,0.557919621749409
544,v31526064586872,7,square,0.3191659983961508
545,v31526064719488,7,square,0.2017900732302685
546,v31526075938383,7,square,0.060682680151706705
547,v31526244386384,7,square,0.6818538884524745
548,v31526249826372,7,square,0.6234177215189873
549,v31526252692974,7,square,0.45411392405063294
550,v31526417564997,7,square,0.024716786817713696
551,v31526508668316,7,square,0.6269592476489028
552,v31526598684878,7,square,0.14574898785425103
553,v31526598717979,7,square,0.1966156325543916
554,v31526598908203,7,square,0.28287461773700306
555,v31526768495242,7,square,0.0
556,v31526768532130,7,square,0.21992238033635186
557,v31525907652522,8,square,0.6453125
558,v31525908911986,8,square,0.4659003831417624
559,v31526074471797,8,square,0.6359375
560,v31526148649096,8,square,0.02618181818181818
561,v31526148748919,8,square,0.32187499999999997
562,v31526150370058,8,square,0.5813788201847904
563,v31526152868212,8,square,0.7841269841269841
564,v31526163910656,8,square,0.30620467365028203
565,v31526164238357,8,square,0.4139020537124803
566,v31526249878999,8,square,0.7592727272727272
567,v31526253016255,8,square,0.3300813008130081
568,v31526413939938,8,square,0.48224852071005925
569,v31526422835385,8,square,0.03760282021151587
570,v31526579643155,8,square,0.5863192182410424
571,v31526666895291,8,square,0.18476499189627227
572,v31525993726883,9,square,0.36433512682551883
573,v31526155956525,9,square,0.5476381104883907
574,v31526166366076,9,square,0.28238944918541503
575,v31526247180130,9,square,0.029438822447102116
576,v31526247467722,9,square,0.5894245723172628
577,v31526252261677,9,square,0.2687047465808528
578,v31526253458184,9,square,0.5047770700636943
579,v31526580960319,9,square,0.15464452516865596
580,v31526593619763,9,square,0.7258064516129032
581,v31526757005823,9,square,0.1162176439513999
582,v21525545759213,10,shape,0.5708902496467264
583,v21525545903076,10,shape,0.5185528756957328
584,v21525553656573,10,shape,0.31258644536652835
585,v21525563820982,10,shape,0.4051565377532228
586,v21525646387637,10,shape,0.2765957446808511
587,1524768031714,10,shape,0.5689819219790676
588,test1524772855773,2,shape,0.29278951201747994
589,v21524845953055,2,shape,0.20046620046620045
590,v21524941894896,2,shape,0.20907617504051865
591,v21525209118926,2,shape,0.12617924528301888
592,v21525215311428,2,shape,0.55
593,v21525219775626,2,shape,0.0326472675656494
594,v21525281217296,2,shape,0.3230605738575983
595,v21525285819658,2,shape,0.49814471243042674
596,v21525291006459,2,shape,0.08336705787130716
597,v21525302271051,2,shape,0.2260625875758991
598,v21525370190417,2,shape,0.22971652003910067
599,v21525372199042,2,shape,0.33685859772816296
600,v21525376195594,2,shape,0.0
601,v21525378515329,2,shape,0.18132716049382716
602,v21525380666735,2,shape,0.28808864265927975
603,v21525539599592,2,shape,0.5485232067510548
604,v21525542553772,2,shape,0.4150596877869605
605,v21525545242362,2,shape,0.3081210191082802
606,v21525550576207,2,shape,0.012598425196850394
607,v21525555553614,2,shape,0.7194780987884437
608,v21525557178564,2,shape,0.2716782063963073
609,v21525559040290,2,shape,0.20875
610,v21525563260304,2,shape,0.11263625353249898
611,v21525631751206,2,shape,0.2492546213476446
612,v21525637855268,2,shape,0.0
613,v21525643466617,2,shape,0.22356495468277945
614,v21525646419316,2,shape,0.05921052631578948
615,v21525647936147,2,shape,0.487599438465138
616,v21525648039111,2,shape,0.05603201829616924
617,v21525803597246,2,shape,0.011036657469452107
618,v21525819160129,2,shape,0.5576102418207681
619,1524773265153,2,shape,0.14907651715039577
620,1524777289150,2,shape,0.12641083521444696
621,test1524776059907,3,shape,0.2331491712707182
622,v21524854452128,3,shape,0.23052157115260785
623,v21525202141816,3,shape,0.3011990407673861
624,v21525202522700,3,shape,0.32878411910669975
625,v21525205061570,3,shape,0.0
626,v21525286901090,3,shape,0.23111474071049404
627,v21525287392928,3,shape,0.44801512287334594
628,v21525288102233,3,shape,0.4301379554297843
629,v21525298849851,3,shape,0.18955823293172688
630,v21525298979561,3,shape,0.07271134472185721
631,v21525304147638,3,shape,0.196553924696873
632,v21525371761734,3,shape,0.2770144819903454
633,v21525375424199,3,shape,0.49126034958601655
634,v21525376290344,3,shape,0.3248882265275708
635,v21525379342262,3,shape,0.15990990990990991
636,v21525385713089,3,shape,0.3208221626452189
637,v21525387461638,3,shape,0.2465618860510805
638,v21525459787159,3,shape,0.4056133997283839
639,v21525469215644,3,shape,0.39475012619888944
640,v21525473801500,3,shape,0.09839228295819936
641,v21525473900587,3,shape,0.27475769068689426
642,v21525474397722,3,shape,0.17845394736842105
643,v21525474543819,3,shape,0.2929254302103251
644,v21525547616618,3,shape,0.046788990825688076
