"","fileNameShort","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","version","fullPath","age_numeric","fileNameShortNew"
"11","a bee_sketch_age10_cdm_run_v71572465543434.png","cdm_run_v71572465543434",9,"a bee","age10",1572465820740,2019-10-30 20:03:40,11,11.294,0,16.145,0.027523118622449,"(58, 144, 60, 136)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71572465543434.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71572465543434.png",10,"bee_sketch_age10_cdm_run_v71572465543434.png"
"12","a bee_sketch_age10_cdm_run_v71572465854873.png","cdm_run_v71572465854873",4,"a bee","age10",1572465959587,2019-10-30 20:05:59,28,19.809,0,23.836,0.0425900829081633,"(51, 156, 54, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71572465854873.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71572465854873.png",10,"bee_sketch_age10_cdm_run_v71572465854873.png"
"13","a bee_sketch_age10_cdm_run_v71572634487225.png","cdm_run_v71572634487225",11,"a bee","age10",1572634703558,2019-11-01 18:58:23,13,10.91,0,14.84,0.0326450892857143,"(52, 147, 72, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71572634487225.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71572634487225.png",10,"bee_sketch_age10_cdm_run_v71572634487225.png"
"14","a bee_sketch_age10_cdm_run_v71572645616966.png","cdm_run_v71572645616966",7,"a bee","age10",1572645982150,2019-11-01 22:06:22,9,11.853,0,16.553,0.016960299744898,"(96, 147, 66, 150)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71572645616966.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71572645616966.png",10,"bee_sketch_age10_cdm_run_v71572645616966.png"
"15","a bee_sketch_age10_cdm_run_v71572720492509.png","cdm_run_v71572720492509",6,"a bee","age10",1572720629782,2019-11-02 18:50:29,13,13.677,0,21.693,0.0230189732142857,"(55, 115, 42, 130)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71572720492509.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71572720492509.png",10,"bee_sketch_age10_cdm_run_v71572720492509.png"
"16","a bee_sketch_age10_cdm_run_v71572728769602.png","cdm_run_v71572728769602",7,"a bee","age10",1572728917424,2019-11-02 21:08:37,4,1.959,0,3.496,0.0466557716836735,"(4, 223, 7, 222)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71572728769602.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71572728769602.png",10,"bee_sketch_age10_cdm_run_v71572728769602.png"
"17","a bee_sketch_age10_cdm_run_v71573082182347.png","cdm_run_v71573082182347",4,"a bee","age10",1573082273582,2019-11-06 23:17:53,13,11.888,0,14.428,0.0389628507653061,"(48, 108, 46, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573082182347.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573082182347.png",10,"bee_sketch_age10_cdm_run_v71573082182347.png"
"18","a bee_sketch_age10_cdm_run_v71573160706719.png","cdm_run_v71573160706719",11,"a bee","age10",1573161079581,2019-11-07 21:11:19,10,6.059,0,7.692,0.0318279655612245,"(48, 162, 49, 135)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573160706719.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573160706719.png",10,"bee_sketch_age10_cdm_run_v71573160706719.png"
"19","a bee_sketch_age10_cdm_run_v71573428041116.png","cdm_run_v71573428041116",6,"a bee","age10",1573428228959,2019-11-10 23:23:48,9,6.838,0,8.701,0.0270248724489796,"(69, 138, 61, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573428041116.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573428041116.png",10,"bee_sketch_age10_cdm_run_v71573428041116.png"
"20","a bee_sketch_age10_cdm_run_v71573432782261.png","cdm_run_v71573432782261",8,"a bee","age10",1573432936841,2019-11-11 00:42:16,2,0.499,0,2.806,0.0260881696428571,"(51, 162, 48, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573432782261.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573432782261.png",10,"bee_sketch_age10_cdm_run_v71573432782261.png"
"21","a bee_sketch_age10_cdm_run_v71573500307077.png","cdm_run_v71573500307077",6,"a bee","age10",1573500470022,2019-11-11 19:27:50,22,28.194,0,30.142,0.126654177295918,"(3, 160, 0, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573500307077.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573500307077.png",10,"bee_sketch_age10_cdm_run_v71573500307077.png"
"22","a bee_sketch_age10_cdm_run_v71573507736704.png","cdm_run_v71573507736704",5,"a bee","age10",1573507901571,2019-11-11 21:31:41,19,16.051,0,19.437,0.0382852359693878,"(76, 172, 55, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573507736704.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573507736704.png",10,"bee_sketch_age10_cdm_run_v71573507736704.png"
"23","a bee_sketch_age10_cdm_run_v71573507944728.png","cdm_run_v71573507944728",8,"a bee","age10",1573508134798,2019-11-11 21:35:34,17,11.211,0,13.672,0.0569595025510204,"(66, 213, 33, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573507944728.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573507944728.png",10,"bee_sketch_age10_cdm_run_v71573507944728.png"
"24","a bee_sketch_age10_cdm_run_v71573509547673.png","cdm_run_v71573509547673",6,"a bee","age10",1573509750176,2019-11-11 22:02:30,17,25.585,0,30.14,0.0805963010204082,"(18, 145, 0, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573509547673.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573509547673.png",10,"bee_sketch_age10_cdm_run_v71573509547673.png"
"25","a bee_sketch_age10_cdm_run_v71573584815022.png","cdm_run_v71573584815022",7,"a bee","age10",1573584980943,2019-11-12 18:56:20,1,0,0,8.315,0.0662069515306122,"(22, 223, 46, 222)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573584815022.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573584815022.png",10,"bee_sketch_age10_cdm_run_v71573584815022.png"
"26","a bee_sketch_age10_cdm_run_v71573600588998.png","cdm_run_v71573600588998",8,"a bee","age10",1573600767506,2019-11-12 23:19:27,15,16.17,0,22.023,0.0599091198979592,"(19, 145, 30, 199)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573600588998.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573600588998.png",10,"bee_sketch_age10_cdm_run_v71573600588998.png"
"27","a bee_sketch_age10_cdm_run_v71573945240135.png","cdm_run_v71573945240135",10,"a bee","age10",1573945487527,2019-11-16 23:04:47,1,0,0,9.308,0.0241350446428571,"(12, 162, 61, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573945240135.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573945240135.png",10,"bee_sketch_age10_cdm_run_v71573945240135.png"
"28","a bee_sketch_age10_cdm_run_v71573946696169.png","cdm_run_v71573946696169",4,"a bee","age10",1573946822683,2019-11-16 23:27:02,6,4.119,0,13.169,0.0290975765306122,"(27, 165, 37, 135)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573946696169.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573946696169.png",10,"bee_sketch_age10_cdm_run_v71573946696169.png"
"29","a bee_sketch_age10_cdm_run_v71573947420809.png","cdm_run_v71573947420809",9,"a bee","age10",1573947716566,2019-11-16 23:41:56,2,0.288,0,24.018,0.00914779974489796,"(67, 222, 85, 184)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573947420809.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573947420809.png",10,"bee_sketch_age10_cdm_run_v71573947420809.png"
"30","a bee_sketch_age10_cdm_run_v71573948986547.png","cdm_run_v71573948986547",7,"a bee","age10",1573949129394,2019-11-17 00:05:29,21,19.578,0,21.526,0.0971580038265306,"(0, 202, 9, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71573948986547.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71573948986547.png",10,"bee_sketch_age10_cdm_run_v71573948986547.png"
"31","a bee_sketch_age10_cdm_run_v71574197493275.png","cdm_run_v71574197493275",7,"a bee","age10",1574197678626,2019-11-19 21:07:58,16,13.889,0,16.58,0.0211654974489796,"(69, 133, 66, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574197493275.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574197493275.png",10,"bee_sketch_age10_cdm_run_v71574197493275.png"
"32","a bee_sketch_age10_cdm_run_v71574550542393.png","cdm_run_v71574550542393",4,"a bee","age10",1574550642290,2019-11-23 23:10:42,6,10.329,0,15.926,0.0287786989795918,"(33, 145, 79, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574550542393.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574550542393.png",10,"bee_sketch_age10_cdm_run_v71574550542393.png"
"33","a bee_sketch_age10_cdm_run_v71574725525505.png","cdm_run_v71574725525505",5,"a bee","age10",1574725635661,2019-11-25 23:47:15,12,13.332,0,16.819,0.0573979591836735,"(60, 181, 7, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574725525505.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574725525505.png",10,"bee_sketch_age10_cdm_run_v71574725525505.png"
"34","a bee_sketch_age10_cdm_run_v71574815450069.png","cdm_run_v71574815450069",6,"a bee","age10",1574815596224,2019-11-27 00:46:36,14,16.924,0,20.021,0.0384845344387755,"(39, 150, 33, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574815450069.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574815450069.png",10,"bee_sketch_age10_cdm_run_v71574815450069.png"
"35","a bee_sketch_age10_cdm_run_v71574887158075.png","cdm_run_v71574887158075",4,"a bee","age10",1574887249888,2019-11-27 20:40:49,10,11.644,0,16.812,0.0134127869897959,"(63, 142, 79, 129)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574887158075.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574887158075.png",10,"bee_sketch_age10_cdm_run_v71574887158075.png"
"36","a bee_sketch_age10_cdm_run_v71574889755930.png","cdm_run_v71574889755930",5,"a bee","age10",1574889847262,2019-11-27 21:24:07,12,8.071,0,10.986,0.0613639987244898,"(0, 172, 31, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574889755930.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574889755930.png",10,"bee_sketch_age10_cdm_run_v71574889755930.png"
"37","a bee_sketch_age10_cdm_run_v71574896014589.png","cdm_run_v71574896014589",7,"a bee","age10",1574896156113,2019-11-27 23:09:16,5,3.746,0,6.867,0.0233179209183673,"(87, 138, 48, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71574896014589.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71574896014589.png",10,"bee_sketch_age10_cdm_run_v71574896014589.png"
"38","a bee_sketch_age10_cdm_run_v71575491611928.png","cdm_run_v71575491611928",11,"a bee","age10",1575491845404,2019-12-04 20:37:25,6,7.769,0,14.508,0.015804368622449,"(42, 105, 18, 87)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71575491611928.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71575491611928.png",10,"bee_sketch_age10_cdm_run_v71575491611928.png"
"39","a bee_sketch_age10_cdm_run_v71575841461670.png","cdm_run_v71575841461670",11,"a bee","age10",1575841626324,2019-12-08 21:47:06,8,5.622,0,8.054,0.0361128826530612,"(60, 223, 72, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71575841461670.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71575841461670.png",10,"bee_sketch_age10_cdm_run_v71575841461670.png"
"40","a bee_sketch_age10_cdm_run_v71576007476302.png","cdm_run_v71576007476302",7,"a bee","age10",1576007645844,2019-12-10 19:54:05,22,20.136,0,24.809,0.0469746492346939,"(0, 163, 69, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71576007476302.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71576007476302.png",10,"bee_sketch_age10_cdm_run_v71576007476302.png"
"41","a bee_sketch_age10_cdm_run_v71576106064145.png","cdm_run_v71576106064145",4,"a bee","age10",1576106144214,2019-12-11 23:15:44,12,11.267,0,14.234,0.0570192920918367,"(34, 223, 15, 222)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71576106064145.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71576106064145.png",10,"bee_sketch_age10_cdm_run_v71576106064145.png"
"42","a bee_sketch_age10_cdm_run_v71576184921744.png","cdm_run_v71576184921744",7,"a bee","age10",1576185386244,2019-12-12 21:16:26,25,27.297,0,30.182,0.0790218431122449,"(39, 180, 7, 189)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71576184921744.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71576184921744.png",10,"bee_sketch_age10_cdm_run_v71576184921744.png"
"43","a bee_sketch_age10_cdm_run_v71576369252746.png","cdm_run_v71576369252746",6,"a bee","age10",1576369427992,2019-12-15 00:23:47,36,25.508,0,29.508,0.0566206951530612,"(43, 157, 52, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71576369252746.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71576369252746.png",10,"bee_sketch_age10_cdm_run_v71576369252746.png"
"44","a bee_sketch_age10_cdm_run_v71576789587164.png","cdm_run_v71576789587164",8,"a bee","age10",1576789819648,2019-12-19 21:10:19,20,17.355,0,23.406,0.0675223214285714,"(16, 216, 16, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71576789587164.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71576789587164.png",10,"bee_sketch_age10_cdm_run_v71576789587164.png"
"45","a bee_sketch_age10_cdm_run_v71577050685903.png","cdm_run_v71577050685903",6,"a bee","age10",1577050900936,2019-12-22 21:41:40,13,18.982,0,22.323,0.0461176658163265,"(61, 207, 52, 214)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a bee_sketch_age10_cdm_run_v71577050685903.png","cdm_run_v7","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v7/sketches_full_dataset/a bee/a bee_sketch_age10_cdm_run_v71577050685903.png",10,"bee_sketch_age10_cdm_run_v71577050685903.png"
