,session_id,trial_num,category,age,submit_time,submit_date,num_strokes,draw_duration_old,draw_duration_new,trial_duration,mean_intensity,bounding_box,filename,condition,CB,subID,image_name
10,CDM_photodraw_e21540576907849,9,triangle,age4,1540577135390.0,2018-10-26T18:05:35.390Z,1,0.0,7.516,12.419,0.04908721301020408,"(1, 223, 0, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/triangle/S_triangle_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,triangle
11,CDM_photodraw_e21540576907849,10,house,age4,1540577155426.0,2018-10-26T18:05:55.426Z,3,6.785,8.366,13.612,0.04350685586734694,"(3, 223, 0, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/house/S_house_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,images_photocues/house_3.png
12,CDM_photodraw_e21540576907849,11,cup,age4,1540577176817.0,2018-10-26T18:06:16.817Z,5,9.956,11.021,14.855,0.04300860969387755,"(48, 190, 18, 189)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cup/S_cup_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,images_photocues/cup_2.png
13,CDM_photodraw_e21540576907849,12,hat,age4,1540577188969.0,2018-10-26T18:06:28.969Z,2,2.019,3.299,6.334,0.03966039540816327,"(43, 207, 36, 204)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/hat/S_hat_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,images_photocues/hat_3.png
14,CDM_photodraw_e21540576907849,13,cat,age4,1540577213509.0,2018-10-26T18:06:53.509Z,10,12.062,14.268,18.548,0.05466757015306122,"(75, 204, 45, 217)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cat/S_cat_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,images_photocues/cat_2.png
15,CDM_photodraw_e21540576907849,14,bird,age4,1540577234956.0,2018-10-26T18:07:14.956Z,4,5.901,6.671,15.3,0.040338010204081634,"(69, 207, 37, 181)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bird/S_bird_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,images_photocues/bird_3.png
16,CDM_photodraw_e21540576907849,15,airplane,age4,1540577260160.0,2018-10-26T18:07:40.160Z,4,11.952,13.02,18.687,0.031210140306122448,"(84, 148, 1, 213)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/airplane/S_airplane_sketch_age4_CDM_photodraw_e21540576907849.png,S,2,102618_1,images_photocues/airplane_1.png
17,CDM_photodraw_e21540577320461,0,this square,age6,1540578097625.0,2018-10-26T18:21:37.625Z,2,22.79,23.871,29.986,0.0235172193877551,"(0, 157, 0, 160)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this square/S_this square_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,images/square.png
18,CDM_photodraw_e21540577320461,2,triangle,age6,1540578151469.0,2018-10-26T18:22:31.469Z,1,0.0,7.003,9.859,0.030711894132653062,"(34, 208, 37, 195)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/triangle/S_triangle_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,triangle
19,CDM_photodraw_e21540577320461,3,chair,age6,1540578170071.0,2018-10-26T18:22:50.071Z,2,5.585,9.774,12.117,0.024254623724489797,"(7, 219, 55, 166)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/chair/S_chair_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,images_photocues/chair_3.png
20,CDM_photodraw_e21540577320461,5,airplane,age6,1540578230187.0,2018-10-26T18:23:50.187Z,8,23.235,26.464,30.309,0.06469228316326531,"(81, 220, 12, 211)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/airplane/S_airplane_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,images_photocues/airplane_3.png
21,CDM_photodraw_e21540577320461,6,car,age6,1540578252878.0,2018-10-26T18:24:12.878Z,3,7.594,9.949,13.324,0.045400191326530615,"(57, 213, 18, 208)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/car/S_car_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,images_photocues/car_3.png
22,CDM_photodraw_e21540577320461,7,bird,age6,1540578286145.0,2018-10-26T18:24:46.144Z,10,22.121,23.723,27.112,0.03649154974489796,"(84, 219, 28, 193)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bird/S_bird_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,images_photocues/bird_2.png
23,CDM_photodraw_e21540577320461,8,cat,age6,1540578316742.0,2018-10-26T18:25:16.742Z,9,14.745,20.251,24.604,0.04747289540816327,"(103, 220, 0, 201)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cat/S_cat_sketch_age6_CDM_photodraw_e21540577320461.png,S,1,102618_2,images_photocues/cat_1.png
24,CDM_photodraw_e21540577320461,9,rectangle,age6,1540578342613.0,2018-10-26T18:25:42.613Z,1,0.0,7.33,13.568,0.02792171556122449,"(63, 147, 21, 205)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rectangle/P_rectangle_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/rectangle.png
25,CDM_photodraw_e21540577320461,10,tree,age6,1540578378801.0,2018-10-26T18:26:18.801Z,17,23.738,28.149,30.179,0.061643016581632654,"(9, 213, 33, 214)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/tree/P_tree_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/tree_1.png
26,CDM_photodraw_e21540577320461,11,house,age6,1540578416817.0,2018-10-26T18:26:56.817Z,4,8.612,23.346,30.339,0.05606265943877551,"(61, 216, 9, 202)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/house/P_house_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/house_3.png
27,CDM_photodraw_e21540577320461,12,cup,age6,1540578440925.0,2018-10-26T18:27:20.925Z,3,4.985,12.452,15.234,0.03411989795918367,"(79, 202, 63, 189)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cup/P_cup_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/cup_2.png
28,CDM_photodraw_e21540577320461,13,bike,age6,1540578477281.0,2018-10-26T18:27:57.281Z,13,25.28,27.008,30.348,0.04830994897959184,"(96, 222, 4, 201)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bike/P_bike_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/bike_1.png
29,CDM_photodraw_e21540577320461,14,hat,age6,1540578503127.0,2018-10-26T18:28:23.127Z,2,10.602,13.098,17.45,0.02907764668367347,"(84, 208, 48, 193)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/hat/P_hat_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/hat_3.png
30,CDM_photodraw_e21540577320461,15,rabbit,age6,1540578539424.0,2018-10-26T18:28:59.424Z,8,23.347,25.219,30.288,0.057517538265306124,"(54, 220, 9, 190)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rabbit/P_rabbit_sketch_age6_CDM_photodraw_e21540577320461.png,P,1,102618_2,images_photocues/rabbit_2.png
31,CDM_photodraw_e21541008354503,0,this square,age6,1541017465140.0,2018-10-31T20:24:25.140Z,4,12.529,15.905,20.195,0.0223812181122449,"(61, 168, 66, 162)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this square/S_this square_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images/square.png
32,CDM_photodraw_e21541008354503,1,this shape,age6,1541017483903.0,2018-10-31T20:24:43.903Z,1,0.0,10.983,14.222,0.03900271045918367,"(0, 213, 37, 153)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this shape/S_this shape_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images/shape.png
33,CDM_photodraw_e21541008354503,2,triangle,age6,1541017501380.0,2018-10-31T20:25:01.380Z,1,0.0,5.019,10.975,0.03198740433673469,"(15, 214, 19, 165)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/triangle/S_triangle_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,triangle
34,CDM_photodraw_e21541008354503,3,car,age6,1541017535899.0,2018-10-31T20:25:35.899Z,16,22.409,25.523,28.512,0.12258848852040816,"(18, 223, 7, 207)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/car/S_car_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images_photocues/car_3.png
35,CDM_photodraw_e21541008354503,4,chair,age6,1541017564895.0,2018-10-31T20:26:04.895Z,16,19.213,20.437,22.492,0.0725845025510204,"(40, 222, 3, 145)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/chair/S_chair_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images_photocues/chair_2.png
36,CDM_photodraw_e21541008354503,5,tree,age6,1541017593619.0,2018-10-31T20:26:33.619Z,18,17.762,20.816,22.876,0.10915577168367346,"(0, 214, 0, 199)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/tree/S_tree_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images_photocues/tree_3.png
37,CDM_photodraw_e21541008354503,6,cup,age6,1541017610208.0,2018-10-31T20:26:50.208Z,2,3.583,6.792,10.027,0.050860969387755105,"(43, 184, 54, 210)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cup/S_cup_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images_photocues/cup_1.png
38,CDM_photodraw_e21541008354503,7,house,age6,1541017642160.0,2018-10-31T20:27:22.160Z,18,21.545,23.294,25.484,0.08779097576530612,"(0, 223, 61, 169)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/house/S_house_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images_photocues/house_2.png
39,CDM_photodraw_e21541008354503,8,bike,age6,1541017672929.0,2018-10-31T20:27:52.929Z,18,21.212,21.763,25.259,0.08990353954081633,"(1, 223, 22, 186)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bike/S_bike_sketch_age6_CDM_photodraw_e21541008354503.png,S,1,103118_1,images_photocues/bike_3.png
40,CDM_photodraw_e21541008354503,9,rectangle,age6,1541017691269.0,2018-10-31T20:28:11.269Z,1,0.0,3.374,6.031,0.02264030612244898,"(46, 205, 63, 118)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rectangle/P_rectangle_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/rectangle.png
41,CDM_photodraw_e21541008354503,10,watch,age6,1541017719248.0,2018-10-31T20:28:39.248Z,18,16.127,17.777,21.972,0.06863839285714286,"(34, 220, 24, 144)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/watch/P_watch_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/watch_2.png
42,CDM_photodraw_e21541008354503,11,bird,age6,1541017754057.0,2018-10-31T20:29:14.057Z,17,22.778,25.462,28.796,0.09243463010204081,"(43, 223, 0, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bird/P_bird_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/bird_2.png
43,CDM_photodraw_e21541008354503,12,cat,age6,1541017790240.0,2018-10-31T20:29:50.240Z,22,27.197,28.623,30.173,0.07997847576530612,"(39, 223, 34, 216)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cat/P_cat_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/cat_3.png
44,CDM_photodraw_e21541008354503,13,airplane,age6,1541017822028.0,2018-10-31T20:30:22.028Z,14,21.647,24.197,25.628,0.10016741071428571,"(43, 223, 0, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/airplane/P_airplane_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/airplane_1.png
45,CDM_photodraw_e21541008354503,14,rabbit,age6,1541017851033.0,2018-10-31T20:30:51.033Z,15,18.515,19.68,22.996,0.08065609056122448,"(57, 223, 1, 181)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rabbit/P_rabbit_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/rabbit_2.png
46,CDM_photodraw_e21541008354503,15,hat,age6,1541017867557.0,2018-10-31T20:31:07.557Z,4,5.502,8.18,10.514,0.057537468112244895,"(72, 198, 3, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/hat/P_hat_sketch_age6_CDM_photodraw_e21541008354503.png,P,1,103118_1,images_photocues/hat_2.png
47,CDM_photodraw_e21541017927896,0,this square,age6,1541019879334.0,2018-10-31T21:04:39.334Z,1,0.0,4.129,8.131,0.023716517857142856,"(54, 163, 55, 165)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this square/S_this square_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images/square.png
48,CDM_photodraw_e21541017927896,1,this shape,age6,1541019901953.0,2018-10-31T21:05:01.953Z,1,0.0,14.965,18.06,0.03714923469387755,"(15, 204, 42, 150)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this shape/S_this shape_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images/shape.png
49,CDM_photodraw_e21541017927896,2,triangle,age6,1541019914475.0,2018-10-31T21:05:14.475Z,1,0.0,3.408,6.517,0.02214205994897959,"(84, 175, 27, 187)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/triangle/P_triangle_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/triangle.png
50,CDM_photodraw_e21541017927896,3,house,age6,1541019939841.0,2018-10-31T21:05:39.841Z,11,12.151,16.525,19.347,0.06929607780612244,"(3, 198, 22, 187)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/house/P_house_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/house_2.png
51,CDM_photodraw_e21541017927896,4,airplane,age6,1541019966558.0,2018-10-31T21:06:06.558Z,10,13.719,17.137,20.709,0.05492665816326531,"(39, 165, 45, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/airplane/P_airplane_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/airplane_1.png
52,CDM_photodraw_e21541017927896,5,car,age6,1541019990719.0,2018-10-31T21:06:30.719Z,12,9.377,15.975,18.153,0.060825892857142856,"(52, 156, 52, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/car/P_car_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/car_3.png
53,CDM_photodraw_e21541017927896,6,cup,age6,1541020001560.0,2018-10-31T21:06:41.560Z,2,1.471,2.714,4.833,0.015306122448979591,"(91, 141, 58, 144)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cup/P_cup_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/cup_3.png
54,CDM_photodraw_e21541017927896,7,cat,age6,1541020031284.0,2018-10-31T21:07:11.284Z,14,20.529,21.807,23.709,0.05873325892857143,"(75, 223, 40, 148)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cat/P_cat_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/cat_3.png
55,CDM_photodraw_e21541017927896,8,watch,age6,1541020059675.0,2018-10-31T21:07:39.675Z,7,18.133,19.095,22.383,0.03551498724489796,"(39, 148, 12, 102)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/watch/P_watch_sketch_age6_CDM_photodraw_e21541017927896.png,P,2,103118_2,images_photocues/watch_2.png
56,CDM_photodraw_e21541017927896,9,rectangle,age6,1541020079854.0,2018-10-31T21:07:59.854Z,1,0.0,2.493,7.188,0.025849011479591837,"(58, 138, 54, 217)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rectangle/S_rectangle_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,rectangle
57,CDM_photodraw_e21541017927896,10,tree,age6,1541020094602.0,2018-10-31T21:08:14.602Z,3,4.141,5.148,8.945,0.03794642857142857,"(34, 217, 43, 157)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/tree/S_tree_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images_photocues/tree_1.png
58,CDM_photodraw_e21541017927896,11,chair,age6,1541020108463.0,2018-10-31T21:08:28.463Z,3,2.199,4.648,7.351,0.04235092474489796,"(24, 201, 0, 148)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/chair/S_chair_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images_photocues/chair_1.png
59,CDM_photodraw_e21541017927896,12,bike,age6,1541020131787.0,2018-10-31T21:08:51.787Z,18,14.621,15.137,17.818,0.07015306122448979,"(58, 205, 31, 219)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bike/S_bike_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images_photocues/bike_1.png
60,CDM_photodraw_e21541017927896,13,hat,age6,1541020145196.0,2018-10-31T21:09:05.196Z,2,2.031,4.815,7.581,0.02849968112244898,"(64, 142, 33, 159)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/hat/S_hat_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images_photocues/hat_1.png
61,CDM_photodraw_e21541017927896,14,rabbit,age6,1541020177346.0,2018-10-31T21:09:37.346Z,22,22.164,22.938,25.796,0.11714764030612244,"(58, 223, 0, 223)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rabbit/S_rabbit_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images_photocues/rabbit_3.png
62,CDM_photodraw_e21541017927896,15,bird,age6,1541020202404.0,2018-10-31T21:10:02.404Z,11,15.351,15.977,18.91,0.07860331632653061,"(76, 223, 27, 180)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bird/S_bird_sketch_age6_CDM_photodraw_e21541017927896.png,S,2,103118_2,images_photocues/bird_3.png
63,CDM_photodraw_e21541191137910,0,this square,age5,1541191305771.0,2018-11-02T20:41:45.771Z,2,5.64,8.099,21.388,0.021364795918367346,"(64, 165, 63, 163)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this square/S_this square_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,images/square.png
64,CDM_photodraw_e21541191137910,1,this shape,age5,1541191332787.0,2018-11-02T20:42:12.787Z,3,16.902,17.85,22.448,0.04065688775510204,"(9, 211, 34, 219)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/this shape/S_this shape_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,images/shape.png
65,CDM_photodraw_e21541191137910,2,rectangle,age5,1541191355367.0,2018-11-02T20:42:35.367Z,2,2.443,6.042,15.768,0.024473852040816327,"(4, 162, 79, 147)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/rectangle/S_rectangle_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,rectangle
66,CDM_photodraw_e21541191137910,3,bike,age5,1541191391020.0,2018-11-02T20:43:11.020Z,12,25.389,27.033,30.122,0.039182079081632654,"(0, 132, 54, 174)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/bike/S_bike_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,images_photocues/bike_2.png
67,CDM_photodraw_e21541191137910,4,airplane,age5,1541191429791.0,2018-11-02T20:43:49.791Z,3,5.682,15.54,30.434,0.06423389668367346,"(24, 174, 10, 184)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/airplane/S_airplane_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,images_photocues/airplane_2.png
68,CDM_photodraw_e21541191137910,5,cup,age5,1541191451538.0,2018-11-02T20:44:11.537Z,4,6.834,9.491,13.608,0.027782206632653062,"(24, 141, 69, 136)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/cup/S_cup_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,images_photocues/cup_1.png
69,CDM_photodraw_e21541191137910,6,chair,age5,1541191466397.0,2018-11-02T20:44:26.397Z,3,5.456,6.221,8.416,0.023676658163265307,"(7, 142, 37, 126)",/Users/brialong/Documents/GitHub/kiddraw/analysis/photodraw2/1_get_sketches/photodraw2_all_sketches/chair/S_chair_sketch_age5_CDM_photodraw_e21541191137910.png,S,1,110218_1,images_photocues/chair_3.png
